"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
160146,ST LUKES REGIONAL MEDICAL CENTER,2720 STONE PARK BOULEVARD,SIOUX CITY,IA,51104,WOODBURY,(712) 279-3500,97,3,0,98,90,8,2,94,85,12,3,94,84,16,0,95,,1453,375,32,01/01/2019,12/31/2019
160147,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,GRINNELL,IA,50112,POWESHIEK,(641) 236-7511,,,,,,,,,,,,,,,,,4,,,,,
161306,JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205,JONES,(319) 462-6131,,,,,,,,,,,,,,,,,4,,,,,
161327,DAVIS COUNTY HOSPITAL,509 NORTH MADISON STREET,BLOOMFIELD,IA,52537,DAVIS,(641) 664-2145,,,,,,,,,,,,,,,,,4,,,,,
161334,HUMBOLDT COUNTY MEMORIAL HOSPITAL,1000 NORTH 15TH STREET,HUMBOLDT,IA,50548,HUMBOLDT,(515) 332-4200,98,2,0,99,90,7,3,94,89,9,2,95,87,13,0,96,,462,197,43,01/01/2019,12/31/2019
161339,WAVERLY HEALTH CENTER,312 9TH STREET SW,WAVERLY,IA,50677,BREMER,(319) 352-4120,98,2,0,99,93,6,1,96,88,12,0,95,82,18,0,94,,716,123,41,01/01/2019,12/31/2019
161344,WASHINGTON COUNTY HOSPITAL AND CLINICS,400 EAST POLK STREET,WASHINGTON,IA,52353,WASHINGTON,(319) 653-5481,98,2,0,99,94,5,1,96,89,10,1,94,85,14,1,95,,527,250,47,01/01/2019,12/31/2019
161348,CLARKE COUNTY HOSPITAL,800 S FILLMORE ST,OSCEOLA,IA,50213,CLARKE,(641) 342-2184,99,1,0,99,95,4,1,97,89,10,1,95,85,14,1,94,,283,115,41,01/01/2019,12/31/2019
161355,KNOXVILLE HOSPITAL & CLINICS,1002 SOUTH LINCOLN STREET,KNOXVILLE,IA,50138,MARION,(641) 842-2151,97,3,0,98,90,8,2,94,84,14,2,93,80,19,1,93,,427,173,41,01/01/2019,12/31/2019
161356,HENRY COUNTY HEALTH CENTER,407 S WHITE ST,MOUNT PLEASANT,IA,52641,HENRY,(319) 385-3141,98,2,0,99,96,3,1,98,90,9,1,95,85,14,1,94,,1163,542,47,01/01/2019,12/31/2019
161364,JEFFERSON COUNTY HEALTH CENTER,2000 S MAIN,FAIRFIELD,IA,52556,JEFFERSON,(641) 472-4111,,,,,,,,,,,,,,,,,4,,,,,
161365,GREATER REGIONAL MEDICAL CENTER,1700 WEST TOWNLINE STREET,CRESTON,IA,50801,UNION,(641) 782-7091,98,2,0,99,93,6,1,96,90,9,1,95,84,14,2,94,,1549,553,36,01/01/2019,12/31/2019
161372,BOONE COUNTY HOSPITAL,1015 UNION STREET,BOONE,IA,50036,BOONE,(515) 432-3140,99,1,0,99,93,6,1,96,84,15,1,94,74,24,2,90,,951,319,34,01/01/2019,12/31/2019
161373,RINGGOLD COUNTY HOSPITAL,504 NORTH CLEVELAND STREET,MOUNT AYR,IA,50854,RINGGOLD,(641) 464-3226,99,1,0,100,96,4,0,98,87,13,0,95,85,12,3,93,3,279,91,34,01/01/2019,12/31/2019
161376,CASS COUNTY MEMORIAL HOSPITAL,1501 EAST TENTH STREET,ATLANTIC,IA,50022,CASS,(712) 243-3250,98,2,0,99,93,6,1,96,86,12,2,94,79,20,1,93,,1100,456,42,01/01/2019,12/31/2019
170012,SALINA REGIONAL HEALTH CENTER,400 SOUTH SANTA FE AVENUE,SALINA,KS,67401,SALINE,(785) 452-7000,97,3,0,98,92,7,1,96,86,12,2,94,84,14,2,94,,858,326,38,01/01/2019,12/31/2019
170013,HAYS MEDICAL CENTER,2220 CANTERBURY DRIVE,HAYS,KS,67601,ELLIS,(785) 623-5000,97,3,0,99,89,9,2,94,82,16,2,93,75,24,1,91,,2012,671,36,01/01/2019,12/31/2019
170017,SUSAN B ALLEN MEMORIAL HOSPITAL,720 W CENTRAL ST,EL DORADO,KS,67042,BUTLER,(316) 321-3300,97,3,0,98,91,7,2,95,83,15,2,93,78,20,2,92,,1601,500,31,01/01/2019,12/31/2019
170023,ST CATHERINE HOSPITAL,401 EAST SPRUCE,GARDEN CITY,KS,67846,FINNEY,(620) 272-2222,96,4,0,98,87,11,2,92,81,16,3,92,71,26,3,89,,1600,431,27,01/01/2019,12/31/2019
170027,PRATT REGIONAL MEDICAL CENTER,200 COMMODORE ST,PRATT,KS,67124,PRATT,(620) 450-1160,97,2,1,98,90,8,2,94,87,11,2,94,87,11,2,94,,2512,413,17,01/01/2019,12/31/2019
170039,SUMNER COMMUNITY HOSPITAL,1323 NORTH A STREET,WELLINGTON,KS,67152,SUMNER,(620) 326-7451,,,,,,,,,,,,,,,,,4,,,,,
170040,UNIVERSITY OF KANSAS HOSPITAL,4000 CAMBRIDGE STREET,KANSAS CITY,KS,66160,WYANDOTTE,(913) 588-7332,97,3,0,99,92,7,1,95,90,8,2,95,90,9,1,96,,9261,2348,25,01/01/2019,12/31/2019
170049,OLATHE MEDICAL CENTER,20333 WEST 151ST STREET,OLATHE,KS,66061,JOHNSON,(913) 791-4200,97,3,0,99,91,7,2,95,85,13,2,94,80,18,2,92,,4460,1226,28,01/01/2019,12/31/2019
170068,SOUTHWEST MEDICAL CENTER,315 WEST 15TH STREET,LIBERAL,KS,67901,SEWARD,(620) 629-6291,93,6,1,96,88,10,2,93,74,23,3,91,75,21,4,90,,1733,284,19,01/01/2019,12/31/2019
170075,"MERCY HOSPITAL, INC",218 E PACK STREET,MOUNDRIDGE,KS,67107,MCPHERSON,(620) 345-6391,99,1,0,99,94,6,0,97,84,16,0,94,77,23,0,92,3,103,65,63,01/01/2019,12/31/2019
170086,STORMONT VAIL HOSPITAL,1500 SW 10TH AVENUE,TOPEKA,KS,66604,SHAWNEE,(785) 354-6121,97,3,0,98,86,11,3,92,87,11,2,94,86,13,1,95,,4745,645,27,01/01/2019,12/31/2019
170109,MIAMI COUNTY MEDICAL CENTER,2100 BAPTISTE DRIVE,PAOLA,KS,66071,MIAMI,(913) 557-4385,99,1,0,99,96,3,1,98,87,12,1,95,83,15,2,94,,1148,413,36,01/01/2019,12/31/2019
170120,LABETTE HEALTH,1902 SOUTH US HWY 59,PARSONS,KS,67357,LABETTE,(620) 421-4880,97,2,1,98,93,6,1,96,88,10,2,95,88,11,1,95,,1859,309,17,01/01/2019,12/31/2019
170145,"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",1400 W 4TH ST,COFFEYVILLE,KS,67337,MONTGOMERY,(620) 251-1200,98,2,0,99,92,7,1,96,85,12,3,93,77,22,1,92,,1269,382,30,01/01/2019,12/31/2019
170188,KANSAS CITY ORTHOPAEDIC INSTITUTE,3651 COLLEGE BLVD,LEAWOOD,KS,66211,JOHNSON,(913) 319-7633,98,2,0,99,94,6,0,97,97,3,0,97,91,9,0,97,3,122,36,30,01/01/2019,12/31/2019
171341,HIAWATHA COMMUNITY HOSPITAL,300 UTAH STREET,HIAWATHA,KS,66434,BROWN,(785) 742-2131,96,4,0,98,88,10,2,93,82,14,4,93,79,21,0,93,,491,185,38,01/01/2019,12/31/2019
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,DICKINSON,(785) 263-6610,96,4,0,98,90,9,1,94,83,14,3,93,76,21,3,91,,367,152,42,01/01/2019,12/31/2019
171383,WILLIAM NEWTON HOSPITAL,1300 EAST FIFTH AVENUE,WINFIELD,KS,67156,COWLEY,(620) 221-2300,98,2,0,99,93,6,1,96,84,14,2,94,80,17,3,92,,982,332,34,01/01/2019,12/31/2019
180012,HARDIN MEMORIAL HOSPITAL,913 NORTH DIXIE AVENUE,ELIZABETHTOWN,KY,42701,HARDIN,(270) 737-1212,98,2,0,99,93,6,1,96,89,10,1,95,83,16,1,93,,2170,641,30,01/01/2019,12/31/2019
180018,ST CLAIRE REGIONAL MEDICAL CENTER,222 MEDICAL CIRCLE,MOREHEAD,KY,40351,ROWAN,(606) 783-6502,95,5,0,98,87,11,2,92,77,17,6,90,68,27,5,86,,1212,267,22,01/01/2019,12/31/2019
180029,HAZARD ARH REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,HAZARD,KY,41701,PERRY,(606) 439-6600,92,7,1,95,89,9,2,93,68,25,7,89,72,24,4,89,,2066,439,22,01/01/2019,12/31/2019
180035,ST ELIZABETH EDGEWOOD,1 MEDICAL VILLAGE DRIVE,EDGEWOOD,KY,41017,KENTON,(859) 301-2000,98,2,0,99,90,8,2,94,90,9,1,96,90,9,1,96,,1422,342,25,01/01/2019,12/31/2019
180038,OWENSBORO HEALTH REGIONAL HOSPITAL,1201 PLEASANT VALLEY ROAD,OWENSBORO,KY,42303,DAVIESS,(270) 417-2000,97,3,0,98,91,7,2,95,85,13,2,95,81,17,2,93,,3859,927,25,01/01/2019,12/31/2019
180044,PIKEVILLE MEDICAL CENTER,911 BYPASS ROAD,PIKEVILLE,KY,41501,PIKE,(606) 218-3500,97,2,1,98,93,6,1,96,86,12,2,94,84,14,2,94,,1892,376,20,01/01/2019,12/31/2019
180051,JENNIE STUART MEDICAL CENTER,320 WEST 18TH STREET,HOPKINSVILLE,KY,42240,CHRISTIAN,(270) 887-0100,97,3,0,98,92,7,1,95,84,14,2,93,76,22,2,91,,4464,1198,27,01/01/2019,12/31/2019
180056,METHODIST HOSPITAL,1305 N ELM ST,HENDERSON,KY,42420,HENDERSON,(270) 827-7700,96,4,0,98,90,8,2,94,77,20,3,91,66,29,5,86,,1555,278,18,01/01/2019,12/31/2019
180067,UNIVERSITY OF KENTUCKY HOSPITAL,800 ROSE STREET,LEXINGTON,KY,40536,FAYETTE,(859) 257-2278,97,3,0,99,92,7,1,95,87,10,3,94,87,12,1,95,,1662,328,20,01/01/2019,12/31/2019
180079,HARRISON MEMORIAL HOSPITAL,1210 KY HWY 36 E,CYNTHIANA,KY,41031,HARRISON,(859) 234-2300,98,2,0,99,91,7,2,94,88,9,3,94,81,18,1,93,,1393,440,32,01/01/2019,12/31/2019
180115,"ROCKCASTLE COUNTY HOSPITAL, INC.",145 NEWCOMB AVENUE,MOUNT VERNON,KY,40456,ROCKCASTLE,(606) 256-2195,99,1,0,100,95,5,0,97,95,4,1,98,91,5,4,95,,504,117,23,01/01/2019,12/31/2019
181305,ARH OUR LADY OF THE WAY,11203 MAIN STREET,MARTIN,KY,41649,FLOYD,(606) 285-6400,,,,,,,,,,,,,,,,,4,,,,,
181306,METHODIST HOSPITAL UNION COUNTY,4604 US HIGHWAY 60 WEST,MORGANFIELD,KY,42437,UNION,(270) 389-5000,99,1,0,99,97,3,0,99,89,11,0,96,87,13,0,96,,437,126,29,01/01/2019,12/31/2019
181315,EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,110 METKER TRAIL,STANFORD,KY,40484,LINCOLN,(606) 365-4788,96,3,1,98,91,7,2,95,73,26,1,92,80,19,1,93,3,332,66,20,01/01/2019,12/31/2019
181319,BRECKINRIDGE MEMORIAL HOSPITAL,1011 OLD HIGHWAY 60,HARDINSBURG,KY,40143,BRECKINRIDGE,(270) 756-7000,99,1,0,100,95,4,1,97,93,7,0,96,75,25,0,92,3,233,67,29,01/01/2019,12/31/2019
181320,"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",131 HOSPITAL DRIVE,SALEM,KY,42078,LIVINGSTON,(270) 988-2299,98,2,0,99,92,6,2,95,79,20,1,93,84,14,2,94,,720,209,29,01/01/2019,12/31/2019
190002,LAFAYETTE GENERAL MEDICAL CENTER,1214 COOLIDGE AVENUE,LAFAYETTE,LA,70503,LAFAYETTE,(337) 289-7991,98,2,0,99,94,5,1,97,91,8,1,96,89,10,1,95,,2350,586,25,01/01/2019,12/31/2019
190005,UNIVERSITY MEDICAL CENTER NEW ORLEANS,2000 CANAL STREET,NEW ORLEANS,LA,70112,ORLEANS,(504) 903-3000,94,5,1,97,92,6,2,95,89,9,2,94,85,11,4,92,,2749,372,14,01/01/2019,12/31/2019
190006,UNIVERSITY HOSPITAL & CLINICS,2390 WEST CONGRESS,LAFAYETTE,LA,70506,LAFAYETTE,(337) 261-6000,98,2,0,99,93,6,1,96,87,10,3,95,84,12,4,93,,1665,311,19,01/01/2019,12/31/2019
190007,NATCHITOCHES REGIONAL MEDICAL CENTER,501 KEYSER AVE,NATCHITOCHES,LA,71457,NATCHITOCHES,(318) 471-2628,98,2,0,99,94,5,1,97,88,10,2,95,81,16,3,91,,1804,456,26,01/01/2019,12/31/2019
190008,TERREBONNE GENERAL MEDICAL CENTER,8166 MAIN STREET,HOUMA,LA,70360,TERREBONNE,(985) 873-4141,97,3,0,98,92,6,2,95,86,10,4,94,85,14,1,94,,1683,423,27,01/01/2019,12/31/2019
190011,OCHSNER LSU HEALTH MONROE,4864 JACKSON STREET,MONROE,LA,71202,OUACHITA,(318) 330-7000,96,3,1,98,93,6,1,96,81,15,4,92,83,14,3,93,,1756,344,20,01/01/2019,12/31/2019
190017,OPELOUSAS GENERAL HEALTH SYSTEM,539 EAST PRUDHOMME STREET,OPELOUSAS,LA,70570,ST. LANDRY,(337) 948-3011,98,2,0,99,94,5,1,96,86,13,1,95,82,18,0,94,,1051,268,25,01/01/2019,12/31/2019
190019,CHRISTUS ST FRANCES CABRINI HOSPITAL,3330 MASONIC DRIVE,ALEXANDRIA,LA,71301,RAPIDES,(318) 487-1122,96,3,1,98,88,10,2,93,87,9,4,94,86,13,1,95,,2052,503,25,01/01/2019,12/31/2019
190020,LANE REGIONAL MEDICAL CENTER,6300 MAIN STREET,ZACHARY,LA,70791,E. BATON ROUGE,(225) 658-4000,98,2,0,99,91,7,2,95,87,12,1,95,88,10,2,95,,2297,318,15,01/01/2019,12/31/2019
190027,CHRISTUS OCHSNER ST PATRICK HOSPITAL,524 DR MICHAEL DEBAKEY STREET,LAKE CHARLES,LA,70601,CALCASIEU,(337) 436-2511,97,3,0,98,90,8,2,94,85,12,3,94,81,16,3,92,,1607,425,26,01/01/2019,12/31/2019
190034,ABBEVILLE GENERAL HOSPITAL,118 N HOSPITAL DR,ABBEVILLE,LA,70510,VERMILION,(337) 893-5466,98,2,0,99,94,5,1,96,86,12,2,95,77,21,2,91,,577,113,28,01/01/2019,12/31/2019
190039,WEST JEFFERSON MEDICAL CENTER,1101 MEDICAL CENTER BLVD,MARRERO,LA,70072,JEFFERSON,(504) 347-5511,95,4,1,97,92,7,1,95,83,14,3,93,76,23,1,91,,1599,331,21,01/01/2019,12/31/2019
190040,SLIDELL MEMORIAL HOSPITAL,1001 GAUSE BLVD,SLIDELL,LA,70458,ST. TAMMANY,(985) 643-2200,96,4,0,98,88,10,2,93,86,12,2,94,80,18,2,92,,1540,368,26,01/01/2019,12/31/2019
190041,CHRISTUS HEALTH SHREVEPORT - BOSSIER,1453 E BERT KOUNS INDUSTRIAL DRIVE,SHREVEPORT,LA,71105,CADDO,(318) 681-5000,96,3,1,98,91,7,2,94,85,12,3,94,86,12,2,94,,2540,754,30,01/01/2019,12/31/2019
190044,ACADIA GENERAL HOSPITAL,1305 CROWLEY RAYNE HIGHWAY,CROWLEY,LA,70526,ACADIA,(337) 783-3222,98,2,0,99,93,6,1,96,88,10,2,95,84,14,2,94,,1265,389,31,01/01/2019,12/31/2019
190046,TOURO INFIRMARY,1401 FOUCHER STREET,NEW ORLEANS,LA,70115,ORLEANS,(504) 897-8247,96,3,1,98,91,8,1,95,85,12,3,94,80,16,4,91,,1629,434,27,01/01/2019,12/31/2019
190050,BEAUREGARD MEMORIAL HOSPITAL,600 S PINE STREET,DERIDDER,LA,70634,BEAUREGARD,(337) 462-7100,98,2,0,99,92,6,2,95,85,13,2,94,84,15,1,94,,1450,298,21,01/01/2019,12/31/2019
190054,IBERIA MEDICAL CENTER,2315 E MAIN STREET,NEW IBERIA,LA,70562,IBERIA,(337) 364-0441,97,3,0,99,92,6,2,95,89,8,3,94,77,21,2,91,,891,176,20,01/01/2019,12/31/2019
190065,BATON ROUGE GENERAL MEDICAL CENTER,3600 FLORIDA BLVD,BATON ROUGE,LA,70806,E. BATON ROUGE,(225) 387-7767,95,4,1,97,92,6,2,95,86,11,3,94,87,11,2,95,,1623,356,22,01/01/2019,12/31/2019
190088,SPRINGHILL MEDICAL CENTER,2001 DOCTORS DRIVE,SPRINGHILL,LA,71075,WEBSTER,(318) 539-1000,,,,,,,,,,,,,,,,,4,,,,,
190098,OCHSNER LSU HEALTH SHREVEPORT,1541 KINGS HIGHWAY,SHREVEPORT,LA,71103,CADDO,(318) 675-5000,92,6,2,95,89,8,3,93,80,14,6,91,77,17,6,89,,1788,372,21,01/01/2019,12/31/2019
190114,CLAIBORNE MEMORIAL MEDICAL CENTER,620 EAST COLLEGE STREET,HOMER,LA,71040,CLAIBORNE,(318) 927-2024,96,4,0,98,93,6,1,96,82,15,3,93,78,20,2,91,3,262,77,29,01/01/2019,12/31/2019
190128,WOMANS HOSPITAL,100 WOMAN'S WAY,BATON ROUGE,LA,70817,E. BATON ROUGE,(225) 927-1300,,,,,,,,,,,,,,,,,4,,,,,
190146,EAST JEFFERSON GENERAL HOSPITAL,4200 HOUMA BLVD,METAIRIE,LA,70006,JEFFERSON,(504) 454-4000,95,5,0,97,89,9,2,94,80,17,3,93,80,18,2,92,,3019,725,27,01/01/2019,12/31/2019
190201,CHRISTUS OCHSNER LAKE AREA HOSPITAL,4200 NELSON ROAD,LAKE CHARLES,LA,70605,CALCASIEU,(337) 474-6370,95,4,1,97,91,8,1,95,83,14,3,94,84,13,3,93,,2523,500,20,01/01/2019,12/31/2019
190245,MONROE SURGICAL HOSPITAL,2408 BROADMOOR BLVD,MONROE,LA,71201,OUACHITA,(318) 410-0002,97,3,0,98,94,5,1,96,91,7,2,96,90,8,2,96,,1667,471,28,01/01/2019,12/31/2019
190251,SURGICAL SPECIALTY CENTER OF BATON ROUGE,8080 BLUEBONNET BLVD,BATON ROUGE,LA,70810,E. BATON ROUGE,(225) 408-8080,98,2,0,99,90,8,2,94,90,9,1,96,90,8,2,96,,1664,532,32,01/01/2019,12/31/2019
190259,LAFAYETTE SURGICAL SPECIALTY HOSPITAL,1101 KALISTE SALOOM RD,LAFAYETTE,LA,70508,LAFAYETTE,(337) 769-4100,99,1,0,99,95,4,1,97,95,4,1,97,92,7,1,97,,1653,481,29,01/01/2019,12/31/2019
190270,SOUTHERN SURGICAL HOSPITAL,1700 W LINDBERG DRIVE,SLIDELL,LA,70458,ST. TAMMANY,(985) 641-0600,98,2,0,99,94,5,1,96,91,9,0,97,90,9,1,96,,914,246,27,01/01/2019,12/31/2019
190278,SPECIALISTS HOSPITAL SHREVEPORT,1500 LINE AVENUE,SHREVEPORT,LA,71101,CADDO,(318) 213-3800,98,2,0,99,91,7,2,95,91,8,1,96,91,7,2,96,,1602,531,33,01/01/2019,12/31/2019
190303,CYPRESS POINTE SURGICAL HOSPITAL,42570 SOUTH AIRPORT RD,HAMMOND,LA,70403,TANGIPAHOA,(985) 510-6200,98,2,0,99,93,5,2,96,91,8,1,96,92,7,1,97,,1754,421,24,01/01/2019,12/31/2019
191310,FRANKLIN FOUNDATION HOSPITAL,1097 NORTHWEST BLVD,FRANKLIN,LA,70538,ST. MARY,(337) 828-0760,98,2,0,99,92,6,2,95,86,10,4,94,78,19,3,91,3,504,96,19,01/01/2019,12/31/2019
191317,JACKSON PARISH HOSPITAL,165 BEECH SPRINGS ROAD,JONESBORO,LA,71251,JACKSON,(318) 259-4435,93,5,2,95,88,7,5,92,84,13,3,93,77,21,2,91,3,258,60,24,01/01/2019,12/31/2019
200008,NORTHERN LIGHT MERCY HOSPITAL,144 STATE STREET,PORTLAND,ME,04101,CUMBERLAND,(207) 879-3000,98,2,0,99,93,5,2,96,90,9,1,95,89,10,1,96,,2277,821,36,01/01/2019,12/31/2019
200019,SOUTHERN MAINE HEALTH CARE,1 MEDICAL CENTER DRIVE,BIDDEFORD,ME,04005,YORK,(207) 283-7000,97,3,0,98,92,6,2,95,84,12,4,93,77,20,3,91,,1464,419,29,01/01/2019,12/31/2019
200020,YORK HOSPITAL,15 HOSPITAL DRIVE,YORK,ME,03909,YORK,(207) 363-4321,98,2,0,99,92,7,1,96,91,8,1,96,89,10,1,96,,1911,736,39,01/01/2019,12/31/2019
200024,CENTRAL MAINE MEDICAL CENTER,300 MAIN STREET,LEWISTON,ME,04240,ANDROSCOGGIN,(207) 795-0111,96,4,0,98,94,5,1,96,79,17,4,92,79,18,3,91,,1281,357,28,01/01/2019,12/31/2019
200033,EASTERN MAINE MEDICAL CENTER,PO BOX 404,BANGOR,ME,04401,PENOBSCOT,(207) 973-7000,96,3,1,98,89,9,2,94,78,17,5,91,75,22,3,90,,4835,1309,27,01/01/2019,12/31/2019
200037,FRANKLIN MEMORIAL HOSPITAL,111 FRANKLIN HEALTH COMMONS,FARMINGTON,ME,04938,FRANKLIN,(207) 778-6031,97,3,0,98,94,5,1,97,85,13,2,93,75,22,3,90,,1198,363,30,01/01/2019,12/31/2019
200041,NORTHERN LIGHT INLAND HOSPITAL,200 KENNEDY MEMORIAL DRIVE,WATERVILLE,ME,04901,KENNEBEC,(207) 861-3000,97,3,0,98,90,8,2,94,83,14,3,93,83,15,2,93,,1009,275,27,01/01/2019,12/31/2019
200050,NORTHERN LIGHT MAINE COAST HOSPITAL,50 UNION STREET,ELLSWORTH,ME,04605,HANCOCK,(207) 667-5311,97,2,1,98,92,6,2,95,81,15,4,92,79,19,2,92,,827,252,30,01/01/2019,12/31/2019
201305,CALAIS REGIONAL HOSPITAL,24 HOSPITAL LANE,CALAIS,ME,04619,WASHINGTON,(207) 454-7521,99,1,0,100,98,2,0,99,82,16,2,93,73,27,0,91,3,248,68,28,01/01/2019,12/31/2019
201306,RUMFORD  HOSPITAL,420 FRANKLIN STREET,RUMFORD,ME,04276,OXFORD,(207) 369-1000,,,,,,,,,,,,,,,,,4,,,,,
201310,BRIDGTON HOSPITAL,10 HOSPITAL DRIVE,BRIDGTON,ME,04009,CUMBERLAND,(207) 647-6000,,,,,,,,,,,,,,,,,4,,,,,
201311,DOWN EAST COMMUNITY HOSPITAL,11 HOSPITAL DRIVE,MACHIAS,ME,04654,WASHINGTON,(207) 255-3356,99,1,0,99,95,4,1,97,87,11,2,95,83,16,1,94,,1123,404,36,01/01/2019,12/31/2019
210001,MERITUS MEDICAL CENTER,11116 MEDICAL CAMPUS ROAD,HAGERSTOWN,MD,21742,WASHINGTON,(240) 313-9500,97,3,0,98,89,9,2,94,81,16,3,93,75,24,1,91,,1478,391,26,01/01/2019,12/31/2019
210003,UMD PRINCE GEORGE'S HOSPITAL CTR,3001 HOSPITAL DRIVE,CHEVERLY,MD,20785,PRINCE GEORGES,(301) 618-2000,,,,,,,,,,,,,,,,,4,,,,,
210012,SINAI HOSPITAL OF BALTIMORE,2401 WEST BELVEDERE AVENUE,BALTIMORE,MD,21215,BALTIMORE CITY,(410) 601-5131,96,3,1,98,90,8,2,94,82,13,5,92,78,18,4,91,,2279,607,27,01/01/2019,12/31/2019
210023,ANNE ARUNDEL MEDICAL CENTER,2001 MEDICAL PARKWAY,ANNAPOLIS,MD,21401,ANNE ARUNDEL,(443) 481-1307,98,2,0,99,93,6,1,96,88,11,1,95,89,9,2,96,,2051,652,32,01/01/2019,12/31/2019
210027,WESTERN MARYLAND REGIONAL MEDICAL CENTER,12500 WILLOWBROOK ROAD,CUMBERLAND,MD,21502,ALLEGANY,(240) 964-8001,97,3,0,98,92,6,2,95,81,16,3,93,72,26,2,89,,2436,729,30,01/01/2019,12/31/2019
210033,CARROLL HOSPITAL CENTER,200 MEMORIAL AVENUE,WESTMINSTER,MD,21157,CARROLL,(410) 848-3000,98,2,0,99,93,6,1,96,87,11,2,94,80,19,1,93,,1353,413,31,01/01/2019,12/31/2019
210039,CALVERTHEALTH MEDICAL CENTER,100 HOSPITAL ROAD,PRINCE FREDERICK,MD,20678,CALVERT,(410) 535-8240,96,4,0,98,91,7,2,94,81,16,3,93,79,19,2,92,,793,189,24,01/01/2019,12/31/2019
210040,NORTHWEST HOSPITAL CENTER,5401 OLD COURT ROAD,RANDALLSTOWN,MD,21133,BALTIMORE,(410) 521-2200,97,3,0,99,93,6,1,96,88,10,2,94,82,16,2,93,,1437,388,27,01/01/2019,12/31/2019
210044,GREATER BALTIMORE MEDICAL CENTER,6701 NORTH CHARLES STREET,BALTIMORE,MD,21204,BALTIMORE,(443) 849-2000,97,3,0,98,92,7,1,95,91,7,2,95,89,10,1,96,,3037,1004,33,01/01/2019,12/31/2019
210055,LAUREL REGIONAL MEDICAL CENTER,7300 VAN DUSEN ROAD,LAUREL,MD,20707,PRINCE GEORGES,(301) 725-4300,,,,,,,,,,,,,,,,,4,,,,,
220008,STURDY MEMORIAL HOSPITAL,211 PARK STREET,ATTLEBORO,MA,02703,BRISTOL,(508) 222-5200,97,3,0,98,92,6,2,95,83,15,2,93,79,19,2,92,,1608,532,33,01/01/2019,12/31/2019
220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,02138,MIDDLESEX,(617) 665-2300,95,4,1,97,91,7,2,95,78,16,6,91,77,18,5,89,,3254,580,18,01/01/2019,12/31/2019
220012,CAPE COD HEALTHCARE,88 LEWIS BAY ROAD,HYANNIS,MA,02601,BARNSTABLE,(508) 771-1800,96,4,0,98,88,10,2,93,84,14,2,94,84,16,0,95,,1204,409,34,01/01/2019,12/31/2019
220016,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,01301,FRANKLIN,(413) 773-0211,97,2,1,98,91,7,2,95,84,13,3,93,82,14,4,92,,1955,652,34,01/01/2019,12/31/2019
220024,HOLYOKE MEDICAL CENTER,575 BEECH STREET,HOLYOKE,MA,01040,HAMPDEN,(413) 534-2500,,,,,,,,,,,,,,,,,4,,,,,
220030,BAYSTATE WING HOSPITAL,40 WRIGHT STREET,PALMER,MA,01069,HAMPDEN,(413) 283-7651,98,2,0,99,93,6,1,96,86,12,2,94,82,16,2,93,,2206,667,30,01/01/2019,12/31/2019
220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,MA,02360,PLYMOUTH,(508) 746-2000,97,3,0,98,92,6,2,95,84,14,2,93,83,15,2,94,,3407,1051,31,01/01/2019,12/31/2019
220065,BAYSTATE NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,01085,HAMPDEN,(413) 568-2811,96,4,0,98,91,7,2,95,80,13,7,91,73,25,2,90,,2176,554,29,01/01/2019,12/31/2019
