Data.Medicare.gov location affected,Downloadable CSV revised file affected,Data Last Updated,Data Last Updated Details
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Quality-Measure-Dat/q9vs-r7wp,Inpatient Psychiatric Facility Quality Measure Data – by Facility,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Quality-Measure-Dat/dc76-gh7x,Inpatient Psychiatric Facility Quality Measure Data – by State,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Quality-Measure-Dat/s5xg-sys6,Inpatient Psychiatric Facility Quality Measure Data – National ,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Measure-Dates/4j6d-yzce,Measure Dates,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Medicare-Hospital-Spending-by-Claim/nrth-mfg3,Medicare Hospital Spending by Claim,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Medicare-Hospital-Spending-Per-Patient-Hospital/rrqw-56er,Medicare Spending Per Beneficiary – Hospital,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Medicare-hospital-spending-per-patient-Medicare-Sp/5hk7-b79m,Medicare Spending Per Beneficiary – Hospital Additional Decimal Places,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Medicare-Hospital-Spending-Per-Patient-National/3n5g-6b7f,Medicare Spending Per Beneficiary– National,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Medicare-Hospital-Spending-Per-Patient-State/rs6n-9qwg,Medicare Spending Per Beneficiary – State,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Oncology-Care-Measures-PPS-Exempt-Cancer-Hospital/g3fg-3myg,Oncology Care Measures-PPS- Excempt Cancer Hospital,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-CAHPS-Survey-Foo/e6hj-umam,Outpatient and Ambulatory Surgery CAHPS Survey Footnotes,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-CAHPS-Survey-mea/xzuw-fups,Outpatient and Ambulatory Surgery CAHPS Survey measure label crosswalk,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/48nr-hqxx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers – Facility ,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/tf3h-mrrs,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - National,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/x663-bwbj,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - State,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/yizn-abxn,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - Facility,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/s5pj-hua3,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - National,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/6pfg-whmx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - State,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-Imaging-Efficiency-Hospital/wkfw-kthe,Outpatient Imaging Efficiency - Hospital,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Outpatient-Imaging-Efficiency-National/di9i-zzrc,Outpatient Imaging Efficiency - National,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Outpatient-Imaging-Efficiency-State/if5v-4x48,Outpatient Imaging Efficiency - State,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Outpatient-Procedures-Volume/xbz4-gvaz,Outpatient Procedures - Volume,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Patient-survey-HCAHPS-Hospital/dgck-syfz,Patient survey (HCAHPS) - Hospital,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Patient-survey-HCAHPS-National/nsaf-d4nh/data,Patient survey (HCAHPS)  - National.csv,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Patient-survey-HCAHPS-State/499t-8gqf/data,Patient survey (HCAHPS) - State.csv,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Patient-Survey-PCH-HCAHPS-PPS-exempt-Cancer-Hospit/iy27-wz37,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - Hospital ,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Patient-Survey-PCH-HCAHPS-PPS-exempt-Cancer-Hospit/9g7e-btyt,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - National,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Patient-Survey-PCH-HCAHPS-PPS-exempt-Cancer-Hospit/qatj-nmws,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - State,31-Oct-18,Open/Closed list applied
https://data.medicare.gov/Hospital-Compare/Payment-and-value-of-care-Hospital/c7us-v4mf,Payment and Value of Care - Hospital,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Payment-National/ygty-mm5a,Payment - National,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Payment-State/98ix-2iqy,Payment - State,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Prospective-Payment-System-PPS-Exempt-Cancer-Hospi/p7bc-fjpi,Prospective Payment System (PPS)-Exempt Cancer Hospital Quality Reporting (PCHQR) ,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/PSI-90-and-Component-Measures-Six-Digit-Precision/muwa-iene,PSI 90 and Component Measures - Six-Digit Precision,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Structural-Measures-Hospital/4hje-vua3,Structural Measures - Hospital,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Table-2-FY2016-Distribution-of-Net-Change-in-Base-/xrgf-x36b,Table 1: FY2016 Net Change in Base Operating DRG Payment Amount,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Table-1-FY2016-Net-Change-in-Base-Operating-DRG-Pa/5gv4-jwyv,Table 2: FY2016 Distribution of Net Change in Base Operating DRG Payment Amount,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Table-3-FY2016-Percent-Change-in-Medicare-Payments/u625-zae7,Table 3: FY2016 Percent Change in Medicare Payments,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Table-4-FY2016-Value-Based-Incentive-Payment-Amoun/vtqa-m4zn,Table 4: FY2016 Value-Based Incentive Payment Amount,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Timely-and-Effective-Care-Hospital/yv7e-xc69,Timely and effective care - Hospital,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Timely-and-Effective-Care-National/isrn-hqyy,Timely and Effective Care - National,31-Oct-18,"Open/Closed list applied, ACS- Registry Data Refreshed"
https://data.medicare.gov/Hospital-Compare/Timely-and-Effective-Care-State/apyc-v239,Timely and Effective Care - State,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Unplanned-Hospital-Visits-Hospital/632h-zaca,Unplanned Hospital Visits - Hospital,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Unplanned-Hospital-Visits-National/cvcs-xecj,Unplanned Hospital Visits - National ,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Unplanned-Hospital-Visits-State/4gkm-5ypv,Unplanned Hospital Visits - State,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Value-of-care-National/gbq5-7hzr,Value of Care- National,31-Oct-18,"Data Refreshed except IMM-2,EDV-1, Open/Close list applied to IMM-3/OP-27, OP-33, OP-22, OP-29, OP-30"
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Behavioral-Health-D/6qxe-iqz8,Veterans Health Administration Behavioral Health Data,31-Oct-18,"Data Refreshed except IMM-2,EDV-1, Open/Close list applied to IMM-3/OP-27, OP-33, OP-22, OP-29, OP-30"
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Measure-Dates/4aav-bsmy,Veterans Health Administration Measure Dates,31-Oct-18,Data Refreshed except IMM-2
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Patient-Safety-Indi/esr2-9zyn,Veterans Health Administration Patient Safety Indicators Data,31-Oct-18,"Data Refreshed, Open/Close List applied  OP-32, New Measure EDAC-30-PN"
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Provider-Level-Data/uyx4-5s7f,Veterans Health Administration Provider Level Data,31-Oct-18,"Data Refreshed, Open/Close List applied  OP-32, New Measure EDAC-30-PN"
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Readmissions-and-De/94w6-h55e,Veterans Health Administration Readmissions and Deaths COPD Data,31-Oct-18,"Data Refreshed, Open/Close List applied  OP-32, New Measure EDAC-30-PN"
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Timely-and-Effectiv/ptds-r8im,Veterans Health Administration Timely and Effective Care Data,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Ambulatory-Surgical-Measures-Facility/4jcv-atw7,Ambulatory Surgical Measures-Facility,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Ambulatory-Surgical-Measures-National/wue8-3vwe ,Ambulatory Surgical Measures-National,25-Jul-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Ambulatory-Surgical-Measures-State/axe7-s95e,Ambulatory Surgical Measures-State,25-Jul-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Cancer-Treatment-Measures-PPS-Exempt-Cancer-Hospit/42wc-33ci,Cancer Treatment Measures- PPS-Excempt Cancer Hospital,25-Jul-18,Data Refreshed
 https://data.medicare.gov/Hospital-Compare/Complications-and-Deaths-Hospital/ynj2-r877,Complications and Deaths- Hospital,25-Jul-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Complications-and-Deaths-National/qqw3-t4ie,Complications and Deaths - National,25-Jul-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Complications-and-Deaths-State/bs2r-24vh,Complications and Deaths- State,25-Jul-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Comprehensive-Care-For-Joint-Replacement-Model-Pro/tqkv-mgxq,Comprehensive Care For Joint Replacement Model - Provider Data,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Data-Updates/bzsr-4my4,Data Updates,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Department-of-Defense-Timely-Effective-Care-Data-m/azt5-rvvx,Department of Defense Timely &Effective Care Data- military hospitals,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Department-of-Defense-TRICARE-Inpatient-Satisfacti/5ff8-7qi2,Department of Defense TRICARE Inpatient Satisfaction Survey (TRISS) Data- military hospitals,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Footnote-Crosswalk/y9us-9xdf,Footnote Crosswalk,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Healthcare-Associated-Infections-Hospital/77hc-ibv8,Healthcare Associated Infections - Hospital,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Healthcare-Associated-Infections-National/yd3s-jyhd,Healthcare Associated Infections - National,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Healthcare-Associated-Infections-State/k2ze-bqvw,Healthcare Associated Infections - State,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Hospital-Acquired-Condition-Reduction-Program/yq43-i98g,Hospital-Acquired Condition Reduction Program,25-Jul-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Hospital-ACS-Measures/akfs-5dgr,Hospital ACS Measures,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Hospital-Compare-CASPER-ASPEN-Contacts/su86-ag6b,Hospital Compare- Casper/ASPEN Contacts,25-Jul-18,"Data Refreshed, H_COMP_4_A_P  & H_COMP_4_STAR_RATING suppressed with Not Available and FN5. The Centers for Medicare & Medicaid Services (CMS) has suppressed the HCAHPS Pain Management composite scores on Hospital Compare and in the downloadable databases. In July, CMS is planning to remove the Pain Management composite from Hospital Compare and downloadable databases, and exclude it from the calculation of the HCAHPS Summary Star Rating and the Hospital Compare Overall Hospital Quality Star Rating."
https://data.medicare.gov/Hospital-Compare/Hospital-General-Information/xubh-q36u,Hospital General Information,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Hospital-Readmissions-Reduction-Program/9n3s-kdb3,Hospital Readmissions Reduction Program,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Clinical-Care/pudb-wetr,Hospital Value-Based Purchasing (HVBP)- Clinical Care Domain Scores,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Efficiency-Sc/su9h-3pvj,Hospital Value-Based Purchasing (HVBP)- Efficiency Scores,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Patient-Exper/avtz-f2ge,Hospital Value-Based Purchasing (HVBP)- Patient Experience of Care Domain Scores (HCAHPS),25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Safety/dgmq-aat3,Hospital Value-Based Purchasing (HVBP)- Safety,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Total-Perform/ypbt-wvdk,Hospital Value-Based Purchasing (HVBP)- Total Performance Score,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Follow-Up-After-Hos/698s-bszb,Inpatient Psychiatric Facility Follow-Up After Hospitalization for Mental Illness (FUH) Quality Measure Data – by Facility,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Follow-Up-After-Hos/wmm7-vj54,Inpatient Psychiatric Facility Follow-Up After Hospitalization for Mental Illness (FUH) Quality Measure Data – by State,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Follow-Up-After-Hos/twwm-t8ug,Inpatient Psychiatric Facility Follow-Up After Hospitalization for Mental Illness (FUH) Quality Measure Data – National,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Quality-Measure-Dat/q9vs-r7wp,Inpatient Psychiatric Facility Quality Measure Data – by Facility,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Quality-Measure-Dat/dc76-gh7x,Inpatient Psychiatric Facility Quality Measure Data – by State,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Quality-Measure-Dat/s5xg-sys6,Inpatient Psychiatric Facility Quality Measure Data – National ,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Measure-Dates/4j6d-yzce,Measure Dates,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Medicare-Hospital-Spending-by-Claim/nrth-mfg3,Medicare Hospital Spending by Claim,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Medicare-Hospital-Spending-Per-Patient-Hospital/rrqw-56er,Medicare Spending Per Beneficiary – Hospital,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Medicare-hospital-spending-per-patient-Medicare-Sp/5hk7-b79m,Medicare Spending Per Beneficiary – Hospital Additional Decimal Places,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Medicare-Hospital-Spending-Per-Patient-National/3n5g-6b7f,Medicare Spending Per Beneficiary– National,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Medicare-Hospital-Spending-Per-Patient-State/rs6n-9qwg,Medicare Spending Per Beneficiary – State,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Oncology-Care-Measures-PPS-Exempt-Cancer-Hospital/g3fg-3myg,Oncology Care Measures-PPS- Excempt Cancer Hospital,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-CAHPS-Survey-Foo/e6hj-umam,Outpatient and Ambulatory Surgery CAHPS Survey Footnotes,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-CAHPS-Survey-mea/xzuw-fups,Outpatient and Ambulatory Surgery CAHPS Survey measure label crosswalk,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/48nr-hqxx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers – Facility ,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/tf3h-mrrs,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - National,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/x663-bwbj,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - State,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/yizn-abxn,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - Facility,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/s5pj-hua3,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - National,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/6pfg-whmx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - State,25-Jul-18,"Data Refreshed, DI3_T, DI3_M, & DI3_B removed. The Centers for Medicare & Medicaid Services (CMS) has suppressed the OAS CAHPS Pain Management composite measure on Hospital Compare and in the downloadable databases. In July, CMS is planning to remove the Pain Management composite from Hospital Compare and downloadable databases, and exclude it from the calculation of the HCAHPS Summary Star Rating and the Hospital Compare Overall Hospital Quality Star Rating."
https://data.medicare.gov/Hospital-Compare/Outpatient-Imaging-Efficiency-Hospital/wkfw-kthe,Outpatient Imaging Efficiency - Hospital,25-Jul-18,"Data Refreshed, DI3_T, DI3_M, & DI3_B removed. The Centers for Medicare & Medicaid Services (CMS) has suppressed the OAS CAHPS Pain Management composite measure on Hospital Compare and in the downloadable databases. In July, CMS is planning to remove the Pain Management composite from Hospital Compare and downloadable databases, and exclude it from the calculation of the HCAHPS Summary Star Rating and the Hospital Compare Overall Hospital Quality Star Rating."
https://data.medicare.gov/Hospital-Compare/Outpatient-Imaging-Efficiency-National/di9i-zzrc,Outpatient Imaging Efficiency - National,25-Jul-18,"Data Refreshed, DI3_T, DI3_M, & DI3_B removed. The Centers for Medicare & Medicaid Services (CMS) has suppressed the OAS CAHPS Pain Management composite measure on Hospital Compare and in the downloadable databases. In July, CMS is planning to remove the Pain Management composite from Hospital Compare and downloadable databases, and exclude it from the calculation of the HCAHPS Summary Star Rating and the Hospital Compare Overall Hospital Quality Star Rating."
https://data.medicare.gov/Hospital-Compare/Outpatient-Imaging-Efficiency-State/if5v-4x48,Outpatient Imaging Efficiency - State,25-Jul-18,"Data Refreshed, DI3_T, DI3_M, & DI3_B removed. The Centers for Medicare & Medicaid Services (CMS) has suppressed the OAS CAHPS Pain Management composite measure on Hospital Compare and in the downloadable databases. In July, CMS is planning to remove the Pain Management composite from Hospital Compare and downloadable databases, and exclude it from the calculation of the HCAHPS Summary Star Rating and the Hospital Compare Overall Hospital Quality Star Rating."
https://data.medicare.gov/Hospital-Compare/Outpatient-Procedures-Volume/xbz4-gvaz,Outpatient Procedures - Volume,25-Jul-18,"Data Refreshed, DI3_T, DI3_M, & DI3_B removed. The Centers for Medicare & Medicaid Services (CMS) has suppressed the OAS CAHPS Pain Management composite measure on Hospital Compare and in the downloadable databases. In July, CMS is planning to remove the Pain Management composite from Hospital Compare and downloadable databases, and exclude it from the calculation of the HCAHPS Summary Star Rating and the Hospital Compare Overall Hospital Quality Star Rating."
https://data.medicare.gov/Hospital-Compare/Patient-survey-HCAHPS-Hospital/dgck-syfz,Patient survey (HCAHPS) - Hospital,25-Jul-18,"Data Refreshed, DI3_T, DI3_M, & DI3_B removed. The Centers for Medicare & Medicaid Services (CMS) has suppressed the OAS CAHPS Pain Management composite measure on Hospital Compare and in the downloadable databases. In July, CMS is planning to remove the Pain Management composite from Hospital Compare and downloadable databases, and exclude it from the calculation of the HCAHPS Summary Star Rating and the Hospital Compare Overall Hospital Quality Star Rating."
https://data.medicare.gov/Hospital-Compare/Patient-survey-HCAHPS-National/nsaf-d4nh/data,Patient survey (HCAHPS)  - National.csv,25-Jul-18,"Data Refreshed, DI3_T, DI3_M, & DI3_B removed. The Centers for Medicare & Medicaid Services (CMS) has suppressed the OAS CAHPS Pain Management composite measure on Hospital Compare and in the downloadable databases. In July, CMS is planning to remove the Pain Management composite from Hospital Compare and downloadable databases, and exclude it from the calculation of the HCAHPS Summary Star Rating and the Hospital Compare Overall Hospital Quality Star Rating."
https://data.medicare.gov/Hospital-Compare/Patient-survey-HCAHPS-State/499t-8gqf/data,Patient survey (HCAHPS) - State.csv,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Patient-Survey-PCH-HCAHPS-PPS-exempt-Cancer-Hospit/iy27-wz37,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - Hospital ,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Patient-Survey-PCH-HCAHPS-PPS-exempt-Cancer-Hospit/9g7e-btyt,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - National,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Patient-Survey-PCH-HCAHPS-PPS-exempt-Cancer-Hospit/qatj-nmws,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - State,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Payment-and-value-of-care-Hospital/c7us-v4mf,Payment and Value of Care - Hospital,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Payment-National/ygty-mm5a,Payment - National,25-Jul-18,"Data Refreshed,H_COMP_4_A_P, H_COMP_4_LINEAR_SCORE, H_COMP_4_SN_P, & H_COMP_4_STAR_RATING,  suppressed with Not Available and FN5. The Centers for Medicare & Medicaid Services (CMS) has suppressed the HCAHPS Pain Management composite scores on Hospital Compare and in the downloadable databases. In July, CMS is planning to remove the Pain Management composite from Hospital Compare and downloadable databases, and exclude it from the calculation of the HCAHPS Summary Star Rating and the Hospital Compare Overall Hospital Quality Star Rating."
https://data.medicare.gov/Hospital-Compare/Payment-State/98ix-2iqy,Payment - State,25-Jul-18,"Data Refreshed,H_COMP_4_A_P, H_COMP_4_LINEAR_SCORE, H_COMP_4_SN_P, & H_COMP_4_STAR_RATING,  suppressed with Not Available and FN5. The Centers for Medicare & Medicaid Services (CMS) has suppressed the HCAHPS Pain Management composite scores on Hospital Compare and in the downloadable databases. In July, CMS is planning to remove the Pain Management composite from Hospital Compare and downloadable databases, and exclude it from the calculation of the HCAHPS Summary Star Rating and the Hospital Compare Overall Hospital Quality Star Rating."
https://data.medicare.gov/Hospital-Compare/Prospective-Payment-System-PPS-Exempt-Cancer-Hospi/p7bc-fjpi,Prospective Payment System (PPS)-Exempt Cancer Hospital Quality Reporting (PCHQR) ,25-Jul-18,"Data Refreshed,H_COMP_4_A_P, H_COMP_4_LINEAR_SCORE, H_COMP_4_SN_P, & H_COMP_4_STAR_RATING,  suppressed with Not Available and FN5.The Centers for Medicare & Medicaid Services (CMS) has suppressed the HCAHPS Pain Management composite scores on Hospital Compare and in the downloadable databases. In July, CMS is planning to remove the Pain Management composite from Hospital Compare and downloadable databases, and exclude it from the calculation of the HCAHPS Summary Star Rating and the Hospital Compare Overall Hospital Quality Star Rating."
https://data.medicare.gov/Hospital-Compare/PSI-90-and-Component-Measures-Six-Digit-Precision/muwa-iene,PSI 90 and Component Measures - Six-Digit Precision,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Structural-Measures-Hospital/4hje-vua3,Structural Measures - Hospital,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Table-2-FY2016-Distribution-of-Net-Change-in-Base-/xrgf-x36b,Table 1: FY2016 Net Change in Base Operating DRG Payment Amount,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Table-1-FY2016-Net-Change-in-Base-Operating-DRG-Pa/5gv4-jwyv,Table 2: FY2016 Distribution of Net Change in Base Operating DRG Payment Amount,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Table-3-FY2016-Percent-Change-in-Medicare-Payments/u625-zae7,Table 3: FY2016 Percent Change in Medicare Payments,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Table-4-FY2016-Value-Based-Incentive-Payment-Amoun/vtqa-m4zn,Table 4: FY2016 Value-Based Incentive Payment Amount,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Timely-and-Effective-Care-Hospital/yv7e-xc69,Timely and effective care - Hospital,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Timely-and-Effective-Care-National/isrn-hqyy,Timely and Effective Care - National,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Timely-and-Effective-Care-State/apyc-v239,Timely and Effective Care - State,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Unplanned-Hospital-Visits-Hospital/632h-zaca,Unplanned Hospital Visits - Hospital,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Unplanned-Hospital-Visits-National/cvcs-xecj,Unplanned Hospital Visits - National ,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Unplanned-Hospital-Visits-State/4gkm-5ypv,Unplanned Hospital Visits - State,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Value-of-care-National/gbq5-7hzr,Value of Care- National,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Behavioral-Health-D/6qxe-iqz8,Veterans Health Administration Behavioral Health Data,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Measure-Dates/4aav-bsmy,Veterans Health Administration Measure Dates,25-Jul-18,No Updates
