"Facility Name","Facility ID","NPI","City/Town","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
TROON PAIN MANAGEMENT DBA NOVOCUR,03C0001400,1154483808,CHANDLER,AZ,85225,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTH JERSEY GASTROENTEROLOY AND ENDOSCOPY ASSOCIATES PA,31C0001119,1154490175,WAYNE,NJ,7470,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTH JERSEY GASTROENTEROLOY AND ENDOSCOPY ASSOCIATES PA,31C0001119,1154490175,WAYNE,NJ,7470,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,26,98.8,
PANKRATZ EYE INSTITUTE LLC,15C0001097,1154497964,COLUMBUS,IN,47203,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.15,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PANKRATZ EYE INSTITUTE LLC,15C0001097,1154497964,COLUMBUS,IN,47203,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,19,88,
TREASURE COAST SURGERY CENTER LLC DBA TREASURE COAST CENTER FOR SURGERY,10C0001264,1154504728,STUART,FL,34994,2022,N/A,5,N/A,5,53,No Different Than the National Rate,10.4,7.3,14.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
TREASURE COAST SURGERY CENTER LLC DBA TREASURE COAST CENTER FOR SURGERY,10C0001264,1154504728,STUART,FL,34994,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,70,51.4,
KERRVILLE AMBULATORY SURGERY CENTER LLC,45C0001475,1154526044,KERRVILLE,TX,78028,2022,10.87,,N/A,5,541,No Different Than the National Rate,11.8,8.7,16.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
KERRVILLE AMBULATORY SURGERY CENTER LLC,45C0001475,1154526044,KERRVILLE,TX,78028,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,20,100,
COLLIER ENDOSCOPY AND SURGERY CENTER,10C0001352,1154538544,NAPLES,FL,34109,2022,87.29,,N/A,5,473,No Different Than the National Rate,11.6,8.4,15.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
COLLIER ENDOSCOPY AND SURGERY CENTER,10C0001352,1154538544,NAPLES,FL,34109,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,13,100,
CABRILLO SURGERY CENTER,05C0001949,1154554160,SAN DIEGO,CA,92123,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CABRILLO SURGERY CENTER,05C0001949,1154554160,SAN DIEGO,CA,92123,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,3,N/A,1
GEORGIA RETINA SURGERY CENTER LLC,11C0001339,1154555472,ATLANTA,GA,30342,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GEORGIA RETINA SURGERY CENTER LLC,11C0001339,1154555472,ATLANTA,GA,30342,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,47,95.7,
TEXAS HEALTH WOMENS SPECIALTY SURGERY CENTER,45C0001502,1154566578,DALLAS,TX,75231,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,46.43,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,135,No Different Than the National Rate,5.4,3.6,8,,,N/A,5
TEXAS HEALTH WOMENS SPECIALTY SURGERY CENTER,45C0001502,1154566578,DALLAS,TX,75231,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,0,N/A,5
UNITY SURGICAL CENTER LLC,15C0001108,1154590271,LAFAYETTE,IN,47905,2022,98.59,,N/A,5,1127,No Different Than the National Rate,10.5,7.9,14.3,,99.91,,0,,235,No Different Than the National Rate,2.1,1.4,3.1,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
UNITY SURGICAL CENTER LLC,15C0001108,1154590271,LAFAYETTE,IN,47905,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98,77.6,
RANCHO MIRAGE SURGERY CENTER,05C0001874,1154593481,RANCHO MIRAGE,CA,92270,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,281,No Different Than the National Rate,2.2,1.5,3.2,,81,No Different Than the National Rate,4,2.5,6.3,,,N/A,5
RANCHO MIRAGE SURGERY CENTER,05C0001874,1154593481,RANCHO MIRAGE,CA,92270,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,41,98.4,
SHORE SURGICAL PAVILION LLC,31C0001290,1154622579,LAKEWOOD,NJ,8701,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SHORE SURGICAL PAVILION LLC,31C0001290,1154622579,LAKEWOOD,NJ,8701,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,33,97,
THE AMBULATORY SURGERY CENTER AT ST MARY LLC,39C0001284,1154624526,LANGHORNE,PA,19047,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,93.64,,0,,129,No Different Than the National Rate,2.2,1.5,3.3,,68,No Different Than the National Rate,5.6,3.6,8.6,,,N/A,5
THE AMBULATORY SURGERY CENTER AT ST MARY LLC,39C0001284,1154624526,LANGHORNE,PA,19047,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,114,99.1,
THE AMBULATORY SURGERY CENTER AT ST MARY LLC,39C0001289,1154624526,LANGHORNE,PA,19047,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,93.64,,0,,129,No Different Than the National Rate,2.2,1.5,3.3,,68,No Different Than the National Rate,5.6,3.6,8.6,,,N/A,5
THE AMBULATORY SURGERY CENTER AT ST MARY LLC,39C0001289,1154624526,LANGHORNE,PA,19047,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,114,99.1,
CEDARS SINAI ENDOSCOPY,05C0002122,1154706018,BEVERLY HILLS,CA,90211,2022,90.28,,N/A,5,1674,No Different Than the National Rate,9.4,7.1,12.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CEDARS SINAI ENDOSCOPY,05C0002122,1154706018,BEVERLY HILLS,CA,90211,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,96,100,
BIOSPINE LLC,10C0001590,1154747566,TAMPA,FL,33607,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BIOSPINE LLC,10C0001590,1154747566,TAMPA,FL,33607,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,40,82.5,
THE PENNSYLVANIA SURGERY AND LASER CENTER,39C0001341,1154787117,PHILADELPHIA,PA,19154,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.11,,59,No Different Than the National Rate,2.1,1.3,3.1,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
THE PENNSYLVANIA SURGERY AND LASER CENTER,39C0001341,1154787117,PHILADELPHIA,PA,19154,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,22,100,
ANNE ARUNDEL SURGERY CENTER ANNAPOLIS,21C0001627,1154805646,ANNAPOLIS,MD,21401,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,101,No Different Than the National Rate,2.1,1.4,3.2,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ANNE ARUNDEL SURGERY CENTER ANNAPOLIS,21C0001627,1154805646,ANNAPOLIS,MD,21401,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SOUTHHEALTH ASC LLC DBA EDINA SPECIALTY SURGERY CENTER,24C0001101,1154840064,EDINA,MN,55435,2022,87.58,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.27,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SOUTHHEALTH ASC LLC DBA EDINA SPECIALTY SURGERY CENTER,24C0001101,1154840064,EDINA,MN,55435,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,371,95.8,
LONE STAR ENDOSCOPY CENTER SOUTHLAKE,45C0001646,1154844553,SOUTHLAKE,TX,76092,2022,98.72,,N/A,5,2560,No Different Than the National Rate,11.7,9.1,15.1,,95.83,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LONE STAR ENDOSCOPY CENTER SOUTHLAKE,45C0001646,1154844553,SOUTHLAKE,TX,76092,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,197,91.9,
UROLOGIC AMBULATORY SURGERY CENTER,25C0001091,1154867562,TUPELO,MS,38804,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
UROLOGIC AMBULATORY SURGERY CENTER,25C0001091,1154867562,TUPELO,MS,38804,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AMERICAN ACCESS CARE OF PENNSYLVANIA ASC DBA AZURA VASCULAR ACCESS CENTER,39C0001331,1154873594,PHILADELPHIA,PA,19152,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AMERICAN ACCESS CARE OF PENNSYLVANIA ASC DBA AZURA VASCULAR ACCESS CENTER,39C0001331,1154873594,PHILADELPHIA,PA,19152,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,16,62.5,
JESC LLC,15C0001208,1154887040,JASPER,IN,47546,2022,90.06,,N/A,5,602,No Different Than the National Rate,11.4,8.3,15.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
JESC LLC,15C0001208,1154887040,JASPER,IN,47546,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,25,100,
BCC WEST VALLEY DBA BANNER CARDIOVASCULAR CENTER WEST VALLEY,03C0001425,1154911592,SUN CITY,AZ,85351,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BCC WEST VALLEY DBA BANNER CARDIOVASCULAR CENTER WEST VALLEY,03C0001425,1154911592,SUN CITY,AZ,85351,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,22,97.1,
MONTANA ENDOSCOPY CENTER,27C0001030,1154945921,MISSOULA,MT,59808,2022,82.47,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MONTANA ENDOSCOPY CENTER,27C0001030,1154945921,MISSOULA,MT,59808,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,26,94.9,
ADVANCED SURGICAL CARE OF CLEARWATER,10C0001668,1154956928,CLEARWATER,FL,33759,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,96.92,,N/A,5,42,No Different Than the National Rate,2.1,1.4,3.1,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ADVANCED SURGICAL CARE OF CLEARWATER,10C0001668,1154956928,CLEARWATER,FL,33759,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,31,87.1,
DALLAS PROCEDURE CENTER LLC,45C0001728,1154972172,LEWISVILLE,TX,75057,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DALLAS PROCEDURE CENTER LLC,45C0001728,1154972172,LEWISVILLE,TX,75057,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CENTER FOR VISUAL SURGICAL EXCELLENCE LLC,49C0001073,1154986347,CHESAPEAKE,VA,23322,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.08,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CENTER FOR VISUAL SURGICAL EXCELLENCE LLC,49C0001073,1154986347,CHESAPEAKE,VA,23322,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,12,0,
SW HEALTH LP,45C0451240,1164007068,SULPHUR SPRINGS,TX,75482,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SW HEALTH LP,45C0451240,1164007068,SULPHUR SPRINGS,TX,75482,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,16,69.2,
COMPREHENSIVE DIGESTIVE SURGICENTER LLC DBA COMPREHENSIVE DIGESTIVE SURGICAL CENTER,29C0001130,1164012142,LAS VEGAS,NV,89113,2022,45.83,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
COMPREHENSIVE DIGESTIVE SURGICENTER LLC DBA COMPREHENSIVE DIGESTIVE SURGICAL CENTER,29C0001130,1164012142,LAS VEGAS,NV,89113,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MEDICAL CITY SURGERY CENTER OF ALLIANCE LLC DBA MEDICAL CITY SURGERY CENTER ALLIANCE,45C0001742,1164017778,FORT WORTH,TX,76177,2022,26.92,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MEDICAL CITY SURGERY CENTER OF ALLIANCE LLC DBA MEDICAL CITY SURGERY CENTER ALLIANCE,45C0001742,1164017778,FORT WORTH,TX,76177,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,108,77.8,
WAUKESHA SURGICENTER LLC,52C0001132,1164019485,WAUKESHA,WI,53188,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WAUKESHA SURGICENTER LLC,52C0001132,1164019485,WAUKESHA,WI,53188,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,11.1,
EVERETT RD SURGERY CENTER,33C0001186,1164083911,ALBANY,NY,12205,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,96.88,,N/A,5,222,No Different Than the National Rate,2.1,1.4,3.1,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EVERETT RD SURGERY CENTER,33C0001186,1164083911,ALBANY,NY,12205,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,62,97.9,
WELLSPAN CHAMBERSBURG ENDOSCOPY CENTER LLC,39C0001215,1164191615,CHAMBERSBURG,PA,17201,2022,90.57,,N/A,5,79,No Different Than the National Rate,11.3,8.2,15.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WELLSPAN CHAMBERSBURG ENDOSCOPY CENTER LLC,39C0001215,1164191615,CHAMBERSBURG,PA,17201,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,36,82.6,
EAST VALLEY ENDOSCOPY,03C0001260,1164414447,MESA,AZ,85206,2022,82.93,,N/A,5,4340,No Different Than the National Rate,12.8,10,15.5,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EAST VALLEY ENDOSCOPY,03C0001260,1164414447,MESA,AZ,85206,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,37,100,
MONTGOMERY SURGERY CENTER LLC,39C0001118,1164419842,LANSDALE,PA,19446,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.39,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MONTGOMERY SURGERY CENTER LLC,39C0001118,1164419842,LANSDALE,PA,19446,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,27,96.3,
NORTH DAKOTA SURGERY CENTER LLC,35C0001011,1164428272,GRAND FORKS,ND,58201,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.96,,0.14,,343,No Different Than the National Rate,2.3,1.6,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTH DAKOTA SURGERY CENTER LLC,35C0001011,1164428272,GRAND FORKS,ND,58201,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,36,80.4,
CHRISTS SURGERY CENTER STONE OAK,45C0001440,1164448486,SAN ANTONIO,TX,78258,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.75,,133,No Different Than the National Rate,1.9,1.2,2.8,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
CHRISTS SURGERY CENTER STONE OAK,45C0001440,1164448486,SAN ANTONIO,TX,78258,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,463,90.2,
SAINT FRANCIS SURGERY CENTER,44C0001140,1164458634,MEMPHIS,TN,38119,2022,91.3,,N/A,5,443,No Different Than the National Rate,9.8,7.1,13.7,,100,,N/A,5,212,No Different Than the National Rate,2.2,1.5,3.3,,360,No Different Than the National Rate,4.6,3.3,6.3,,,N/A,5
SAINT FRANCIS SURGERY CENTER,44C0001140,1164458634,MEMPHIS,TN,38119,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,66,89.4,
BLAIR ENDOSCOPY CENTER LLC,39C0001207,1164458824,ALTOONA,PA,16602,2022,91.51,,N/A,5,1566,No Different Than the National Rate,11.4,8.7,15,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BLAIR ENDOSCOPY CENTER LLC,39C0001207,1164458824,ALTOONA,PA,16602,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,35,59.4,
BLUEGRASS ORTHOPAEDICS SURGICAL DIVISION LLC,18C0001046,1164460812,LEXINGTON,KY,40509,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,518,No Different Than the National Rate,2.2,1.6,3.1,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BLUEGRASS ORTHOPAEDICS SURGICAL DIVISION LLC,18C0001046,1164460812,LEXINGTON,KY,40509,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,76,89.9,
SAME DAY SURGICARE OF NEW ENGLAND INC,22C0001003,1164469086,FALL RIVER,MA,2720,2022,90.63,,N/A,5,1273,No Different Than the National Rate,13.4,10,17.8,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SAME DAY SURGICARE OF NEW ENGLAND INC,22C0001003,1164469086,FALL RIVER,MA,2720,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,57,100,
TUPELO SURGERY CENTER LLC,25C0001040,1164472031,TUPELO,MS,38804,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.3,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
TUPELO SURGERY CENTER LLC,25C0001040,1164472031,TUPELO,MS,38804,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,20,75,
OPHTHALMOLOGY CENTER OF BREVARD LP DBA ASC OF BREVARD,10C0001045,1164473922,MELBOURNE,FL,32901,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.31,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
OPHTHALMOLOGY CENTER OF BREVARD LP DBA ASC OF BREVARD,10C0001045,1164473922,MELBOURNE,FL,32901,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
