"Facility Name","Facility ID","NPI","City/Town","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-19 Total Cases","ASC-19 Performance Category","ASC-19 RSHV Rate","ASC-19 Interval Lower Limit","ASC-19 Interval Upper Limit","ASC-19 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
ALLIANCE SURGERY CENTER LLC,19C0001099,1073519195,METAIRIE,LA,70006,2022,87.82,,N/A,5,235,No Different Than the National Rate,10.6,7.3,15.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ALLIANCE SURGERY CENTER LLC,19C0001099,1073519195,METAIRIE,LA,70006,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,53,88.70,
VIA CHRISTI CLINIC SURGERY CENTER DBA ASCENSION VIA CHRISTI SURGERY CENTER,17C0001067,1073523452,WICHITA,KS,67206,2022,100.00,,N/A,5,367,No Different Than the National Rate,9.8,6.7,14.0,,100.00,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,25,No Different than expected,1.1,0.6,1.8,,,N/A,5
VIA CHRISTI CLINIC SURGERY CENTER DBA ASCENSION VIA CHRISTI SURGERY CENTER,17C0001067,1073523452,WICHITA,KS,67206,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PLASTIC SURGERY CENTER OF LAKE COUNTY,10C0001279,1073543310,TAVARES,FL,32778,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,37,No Different Than the National Rate,2.1,1.3,3.4,,N/A,N/A,N/A,N/A,N/A,5,125,No Different than expected,1.0,0.6,1.7,,,N/A,5
PLASTIC SURGERY CENTER OF LAKE COUNTY,10C0001279,1073543310,TAVARES,FL,32778,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
OREGON OUTPATIENT SURGERY CENTER,38C0001060,1073545299,TIGARD,OR,97224,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.90,,N/A,5,269,No Different Than the National Rate,2.1,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
OREGON OUTPATIENT SURGERY CENTER,38C0001060,1073545299,TIGARD,OR,97224,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,42,97.60,
STRAND GI ENDOSCOPY CENTER,42C0001038,1073546875,MYRTLE BEACH,SC,29572,2022,94.75,,N/A,5,4529,No Different Than the National Rate,11.6,9.3,14.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
STRAND GI ENDOSCOPY CENTER,42C0001038,1073546875,MYRTLE BEACH,SC,29572,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,40,100.00,
HASTINGS LASER AND EYE SURGERY CENTER LLC,28C0001027,1073559035,HASTINGS,NE,68901,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.22,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
HASTINGS LASER AND EYE SURGERY CENTER LLC,28C0001027,1073559035,HASTINGS,NE,68901,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,7,N/A,1
GRAMERCY SURGERY CENTER INC,33C0001092,1073569562,NEW YORK,NY,10010,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97.85,,0.99,,88,No Different Than the National Rate,2.0,1.3,3.1,,118,No Different Than the National Rate,5.0,3.4,7.1,,114,No Different than expected,1.0,0.6,1.7,,,N/A,5
GRAMERCY SURGERY CENTER INC,33C0001092,1073569562,NEW YORK,NY,10010,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,262,100.00,
GRAMERCY SURGERY CENTER INC,33C0001149,1073569562,FLUSHING,NY,11355,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97.85,,0.99,,88,No Different Than the National Rate,2.0,1.3,3.1,,118,No Different Than the National Rate,5.0,3.4,7.1,,114,No Different than expected,1.0,0.6,1.7,,,N/A,5
GRAMERCY SURGERY CENTER INC,33C0001149,1073569562,FLUSHING,NY,11355,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,262,100.00,
PHYSICIANS SURGICAL CENTER LLC,37C0001011,1073570552,MOORE,OK,73160,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
PHYSICIANS SURGICAL CENTER LLC,37C0001011,1073570552,MOORE,OK,73160,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BOCA RATON OUTPATIENT SURGERY AND LASER CENTER LTD,10C0001156,1073571766,BOCA RATON,FL,33432,2022,32.99,,N/A,5,795,No Different Than the National Rate,9.7,7.1,13.5,,100.00,,0.48,,481,No Different Than the National Rate,1.9,1.3,2.7,,72,No Different Than the National Rate,5.0,3.4,7.5,,159,No Different than expected,1.0,0.6,1.7,,,N/A,5
BOCA RATON OUTPATIENT SURGERY AND LASER CENTER LTD,10C0001156,1073571766,BOCA RATON,FL,33432,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,159,94.20,
BLUE RIDGE SURGERY CENTER,34C0001017,1073578019,RALEIGH,NC,27607,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.42,,249,No Different Than the National Rate,2.8,1.9,4.2,,N/A,N/A,N/A,N/A,N/A,5,99,No Different than expected,0.9,0.5,1.7,,,N/A,5
BLUE RIDGE SURGERY CENTER,34C0001017,1073578019,RALEIGH,NC,27607,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,211,93.50,
SAN LUIS OBISPO SURGERY CENTER,55C0001057,1073578126,SAN LUIS OBISPO,CA,93401,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.51,,235,No Different Than the National Rate,2.2,1.4,3.2,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SAN LUIS OBISPO SURGERY CENTER,55C0001057,1073578126,SAN LUIS OBISPO,CA,93401,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99,98.00,
OUTPATIENT SURGICAL CARE LTD,03C0001041,1073579256,PHOENIX,AZ,85021,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.40,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
OUTPATIENT SURGICAL CARE LTD,03C0001041,1073579256,PHOENIX,AZ,85021,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,22,95.50,
CENTER FOR SAME DAY SURGERY,17C0001024,1073581880,WICHITA,KS,67214,2022,92.03,,N/A,5,1092,No Different Than the National Rate,10.9,7.9,14.7,,85.66,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,510,No Different than expected,1.0,0.7,1.5,,,N/A,5
CENTER FOR SAME DAY SURGERY,17C0001024,1073581880,WICHITA,KS,67214,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,70,74.20,
SYRACUSE ENDOSCOPY ASSOCIATES,33C0001085,1073587416,SYRACUSE,NY,13210,2022,88.17,,N/A,5,1770,No Different Than the National Rate,11.2,8.4,14.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SYRACUSE ENDOSCOPY ASSOCIATES,33C0001085,1073587416,SYRACUSE,NY,13210,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,55,100.00,
DIGESTIVE HEALTH SPECIALISTS,03C0001286,1073588356,SCOTTSDALE,AZ,85255,2022,96.61,,N/A,5,3205,No Different Than the National Rate,9.2,6.9,11.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DIGESTIVE HEALTH SPECIALISTS,03C0001286,1073588356,SCOTTSDALE,AZ,85255,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,40,83.40,
PARKWAY ENDOSCOPY CENTER,05C0001503,1073588646,ESCONDIDO,CA,92025,2022,80.18,,N/A,5,1122,No Different Than the National Rate,8.6,6.1,12.0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PARKWAY ENDOSCOPY CENTER,05C0001503,1073588646,ESCONDIDO,CA,92025,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,28,89.10,
TENNESSEE ENDOSCOPY,44C0001044,1073593109,MARYVILLE,TN,37804,2022,93.27,,N/A,5,1446,No Different Than the National Rate,11.3,8.3,15.0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
TENNESSEE ENDOSCOPY,44C0001044,1073593109,MARYVILLE,TN,37804,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,81.10,
UROLOGY SURGERY CENTER LP,44C0001013,1073598066,NASHVILLE,TN,37209,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,819,No Different Than the National Rate,5.9,4.6,7.5,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
UROLOGY SURGERY CENTER LP,44C0001013,1073598066,NASHVILLE,TN,37209,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,71,70.40,
LISA RENFRO SURGERY CENTER LLC,21C0001369,1073601332,ANNAPOLIS,MD,21401,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,865,No Different than expected,1.0,0.6,1.5,,,N/A,5
LISA RENFRO SURGERY CENTER LLC,21C0001369,1073601332,ANNAPOLIS,MD,21401,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AMERICAN HEALTH NETWORK OF INDIANA LLC,15C0001162,1073604310,MUNCIE,IN,47304,2022,N/A,5,N/A,5,279,No Different Than the National Rate,9.8,6.7,14.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AMERICAN HEALTH NETWORK OF INDIANA LLC,15C0001162,1073604310,MUNCIE,IN,47304,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ROCKY MOUNTAIN SURGERY CENTER LLC,06C0001095,1073613162,ENGLEWOOD,CO,80110,2022,84.38,,N/A,5,386,No Different Than the National Rate,9.1,6.3,12.9,,100.00,,0.00,,188,No Different Than the National Rate,2.3,1.5,3.5,,N/A,N/A,N/A,N/A,N/A,5,87,No Different than expected,1.1,0.6,1.9,,,N/A,5
ROCKY MOUNTAIN SURGERY CENTER LLC,06C0001095,1073613162,ENGLEWOOD,CO,80110,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,193,94.80,
NORTH BAY EYE ASSOCIATES ASC,05C0001068,1073620415,SANTA ROSA,CA,95401,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.54,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTH BAY EYE ASSOCIATES ASC,05C0001068,1073620415,SANTA ROSA,CA,95401,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,23,100.00,
SHORELINE SURGERY CENTER LLC,07C0001038,1073621579,GUILFORD,CT,06437,2022,N/A,5,N/A,5,1801,No Different Than the National Rate,9.6,7.2,12.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SHORELINE SURGERY CENTER LLC,07C0001038,1073621579,GUILFORD,CT,06437,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,63,100.00,
PRIVATE SURGICAL SUITE,21C0001291,1073644399,CHEVY CHASE,MD,20815,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,63.33,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,372,No Different than expected,1.1,0.7,1.7,,,N/A,5
PRIVATE SURGICAL SUITE,21C0001291,1073644399,CHEVY CHASE,MD,20815,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,9,N/A,1
ENDOSCOPIC SURGICAL CENTER OF MARYLAND NORTH,21C0001368,1073675583,ROCKVILLE,MD,20850,2022,92.17,,N/A,5,2415,No Different Than the National Rate,8.6,6.4,11.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
ENDOSCOPIC SURGICAL CENTER OF MARYLAND NORTH,21C0001368,1073675583,ROCKVILLE,MD,20850,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,45,100.00,
KAISER FOUNDATION HEALTH PLAN OF THE MID ATLANTIC STAT,49C0001017,1073678637,MC LEAN,VA,22102,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,32,No Different than expected,1.1,0.6,2.0,,,N/A,5
KAISER FOUNDATION HEALTH PLAN OF THE MID ATLANTIC STAT,49C0001017,1073678637,MC LEAN,VA,22102,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
THE SOUTH BEND CLINIC LLP,15C0001007,1073680419,SOUTH BEND,IN,46617,2022,100.00,,100.00,,843,No Different Than the National Rate,11.0,7.7,15.5,,100.00,,0.51,,123,No Different Than the National Rate,2.1,1.4,3.3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,256,No Different than expected,0.9,0.6,1.4,,,N/A,5
THE SOUTH BEND CLINIC LLP,15C0001007,1073680419,SOUTH BEND,IN,46617,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,93,93.20,
CENTRAL MA AMBULATORY ENDOSCOPY CENTER,22C0001045,1073682159,LEOMINSTER,MA,01453,2022,64.11,,N/A,5,1544,No Different Than the National Rate,10.4,7.7,14.0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CENTRAL MA AMBULATORY ENDOSCOPY CENTER,22C0001045,1073682159,LEOMINSTER,MA,01453,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,24,91.70,
PACIFIC SURGERY CENTER OF VENTURA,05C0001668,1073693123,VENTURA,CA,93003,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.97,,51,No Different Than the National Rate,2.3,1.5,3.7,,35,No Different Than the National Rate,5.2,3.3,7.9,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
PACIFIC SURGERY CENTER OF VENTURA,05C0001668,1073693123,VENTURA,CA,93003,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,61,83.00,
ROCKWALL AMBULATORY SURGERY CENTER LLP,45C0001364,1073694550,ROCKWALL,TX,75087,2022,100.00,,N/A,5,955,No Different Than the National Rate,10.3,7.5,14.4,,100.00,,N/A,5,141,No Different Than the National Rate,2.5,1.6,3.9,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,172,No Different than expected,1.1,0.6,1.8,,,N/A,5
ROCKWALL AMBULATORY SURGERY CENTER LLP,45C0001364,1073694550,ROCKWALL,TX,75087,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,243,97.10,
ADVANCED EYE SURGERY CENTER,05C0001832,1073713004,CHICO,CA,95926,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.81,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
ADVANCED EYE SURGERY CENTER,05C0001832,1073713004,CHICO,CA,95926,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,29,75.60,
DESOTO EYE SURGERY CENTER LLC,25C0001078,1073754602,SOUTHAVEN,MS,38671,2022,N/A,5,100.00,,N/A,N/A,N/A,N/A,N/A,5,N/A,5,1.18,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DESOTO EYE SURGERY CENTER LLC,25C0001078,1073754602,SOUTHAVEN,MS,38671,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DIGESTIVE DISEASE AND ENDOSCOPY CENTER PLLC,50C0001223,1073757019,SILVERDALE,WA,98383,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DIGESTIVE DISEASE AND ENDOSCOPY CENTER PLLC,50C0001223,1073757019,SILVERDALE,WA,98383,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,32,100.00,
ENDOSCOPY CENTER OF WESTERN COLORADO INC,06C0001128,1073757480,GRAND JUNCTION,CO,81505,2022,14.32,,N/A,5,385,No Different Than the National Rate,9.7,6.7,13.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSCOPY CENTER OF WESTERN COLORADO INC,06C0001128,1073757480,GRAND JUNCTION,CO,81505,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GALLOWAY ENDOSCOPY CENTER,10C0001004,1073758298,MIAMI,FL,33173,2022,100.00,,N/A,5,2661,No Different Than the National Rate,10.7,8.3,13.9,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
GALLOWAY ENDOSCOPY CENTER,10C0001004,1073758298,MIAMI,FL,33173,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,79,90.30,
LEBONHEUR EAST SURGERY CENTER II LP,44C0001037,1073763652,MEMPHIS,TN,38120,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LEBONHEUR EAST SURGERY CENTER II LP,44C0001037,1073763652,MEMPHIS,TN,38120,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,196,100.00,
THE COLORECTAL ENDOSURGERY INSTITUTE OF THE CAROLINAS,42C0001083,1073789020,MOUNT PLEASANT,SC,29464,2022,N/A,5,N/A,5,285,No Different Than the National Rate,10.4,7.3,15.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
THE COLORECTAL ENDOSURGERY INSTITUTE OF THE CAROLINAS,42C0001083,1073789020,MOUNT PLEASANT,SC,29464,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,19,100.00,
