"Facility Name","Facility ID","State","Fiscal Year","PSI 90 Composite Value","PSI 90 Composite Value Footnote","PSI 90 W Z Score","PSI 90 W Z Footnote","PSI 90 Start Date","PSI 90 End Date","CLABSI SIR","CLABSI SIR Footnote","CLABSI W Z Score","CLABSI W Z Footnote","CAUTI SIR","CAUTI SIR Footnote","CAUTI W Z Score","CAUTI W Z Footnote","SSI SIR","SSI SIR Footnote","SSI W Z Score","SSI W Z Footnote","CDI SIR","CDI SIR Footnote","CDI W Z Score","CDI W Z Footnote","MRSA SIR","MRSA SIR Footnote","MRSA W Z Score","MRSA W Z Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Score Footnote","Payment Reduction","Payment Reduction Footnote"
L A DOWNTOWN MEDICAL CENTER,050763,CA,2024,0.8217,,-1.4688,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,0.229,,-0.7298,,N/A,13,N/A,5,01/01/2022,12/31/2022,-1.0993,,No,
SHASTA REGIONAL MEDICAL CENTER,050764,CA,2024,0.7660,,-1.5902,,01/01/2021,06/30/2022,3.530,,2.2883,,0.323,,-0.6986,,1.233,,0.6642,,0.368,,-0.3131,,1.435,,0.8679,,01/01/2022,12/31/2022,0.2031,,No,
KAISER FOUNDATION HOSPITAL-MORENO VALLEY,050765,CA,2024,0.9772,,-0.1485,,01/01/2021,06/30/2022,1.133,,0.5077,,1.803,,2.0658,,2.564,,2.1665,,0.231,,-0.7238,,0.000,,-1.3973,,01/01/2022,12/31/2022,0.4117,,Yes,
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,050766,CA,2024,0.9922,,-0.0213,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.0213,,No,
KAISER FOUNDATION HOSPITAL - VACAVILLE,050767,CA,2024,0.9460,,-0.4132,,01/01/2021,06/30/2022,0.972,,0.2396,,0.505,,-0.3586,,2.033,,1.9634,,0.430,,-0.1273,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.0156,,No,
HOAG ORTHOPEDIC INSTITUTE,050769,CA,2024,0.8386,,-1.3257,,01/01/2021,06/30/2022,N/A,12,N/A,5,N/A,12,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,-1.3257,,No,
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,050770,CA,2024,0.8074,,-1.5902,,01/01/2021,06/30/2022,0.401,,-0.7115,,0.000,,-1.3018,,0.435,,-0.6318,,0.529,,0.1695,,2.769,,2.2744,,01/01/2022,12/31/2022,-0.2986,,No,
COAST PLAZA HOSPITAL,050771,CA,2024,0.8696,,-1.0624,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.282,,-0.5709,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.8167,,No,
KAISER FOUNDATION HOSPITAL - ROSEVILLE,050772,CA,2024,0.9784,,-0.1385,,01/01/2021,06/30/2022,0.622,,-0.3434,,0.484,,-0.3978,,1.505,,1.1059,,0.390,,-0.2472,,1.252,,0.5790,,01/01/2022,12/31/2022,0.0930,,No,
TEMECULA VALLEY HOSPITAL,050775,CA,2024,1.2248,,1.9538,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.290,,-0.7602,,0.000,,-1.3383,,0.475,,0.0076,,0.492,,-0.6206,,01/01/2022,12/31/2022,-0.3562,,No,
COLLEGE MEDICAL CENTER,050776,CA,2024,0.9441,,-0.4299,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.737,,0.0747,,N/A,13,N/A,5,0.325,,-0.4420,,0.845,,-0.0634,,01/01/2022,12/31/2022,-0.4480,,No,
KAISER FOUNDATION HOSPITAL - SAN LEANDRO,050777,CA,2024,1.0477,,0.4503,,01/01/2021,06/30/2022,1.094,,0.4428,,0.389,,-0.5753,,0.313,,-0.8300,,0.190,,-0.8467,,1.436,,0.8695,,01/01/2022,12/31/2022,-0.0816,,No,
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,050778,CA,2024,N/A,13,N/A,5,01/01/2021,06/30/2022,0.322,,-0.8431,,0.673,,-0.0448,,N/A,13,N/A,5,0.201,,-0.8137,,1.115,,0.3628,,01/01/2022,12/31/2022,-0.3347,,No,
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",050779,CA,2024,0.9373,,-0.4872,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.207,,-0.7958,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.8934,,No,
FOOTHILL REGIONAL MEDICAL CENTER,050780,CA,2024,0.9255,,-0.5880,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.227,,-0.7358,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.6619,,No,
CASA COLINA HOSPITAL,050782,CA,2024,0.9128,,-0.6959,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,2.336,,2.3099,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.8070,,Yes,
COLUSA MEDICAL CENTER,050783,CA,2024,N/A,13,N/A,5,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-1.4163,,No,
ADVENTIST HEALTH TULARE,050784,CA,2024,0.9456,,-0.4174,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.341,,-0.3941,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.4057,,No,
DOCS SURGICAL HOSPITAL,050785,CA,2024,0.9182,,-0.6496,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.6496,,No,
"ANAHEIM COMMUNITY HOSPITAL, LLC",050854,CA,2024,N/A,5,N/A,5,01/01/2021,06/30/2022,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2022,12/31/2022,N/A,5,No,
BANNER NORTH COLORADO MEDICAL CENTER,060001,CO,2024,1.0896,,0.8058,,01/01/2021,06/30/2022,0.498,,-0.5500,,1.173,,0.8891,,1.149,,0.5278,,0.380,,-0.2771,,1.030,,0.2286,,01/01/2022,12/31/2022,0.2707,,No,
CENTURA LONGMONT UNITED HOSPITAL,060003,CO,2024,1.0999,,0.8936,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.000,,-1.3018,,N/A,13,N/A,5,0.234,,-0.7148,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.6256,,No,
PLATTE VALLEY MEDICAL CENTER,060004,CO,2024,0.9184,,-0.6483,,01/01/2021,06/30/2022,4.132,,2.2883,,1.618,,1.7202,,2.230,,2.1665,,0.181,,-0.8737,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.9306,,Yes,
MONTROSE REGIONAL HEALTH,060006,CO,2024,1.0056,,0.0922,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.635,,0.4873,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.2898,,No,
SAN LUIS VALLEY REGIONAL  MEDICAL CENTER,060008,CO,2024,0.9435,,-0.4346,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,1.494,,2.3099,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.9377,,Yes,
LUTHERAN MEDICAL CENTER,060009,CO,2024,1.1655,,1.4502,,01/01/2021,06/30/2022,0.182,,-1.0763,,0.957,,0.4856,,0.923,,0.1607,,0.456,,-0.0493,,1.563,,1.0700,,01/01/2022,12/31/2022,0.3401,,No,
POUDRE VALLEY HOSPITAL,060010,CO,2024,0.7843,,-1.5902,,01/01/2021,06/30/2022,0.642,,-0.3101,,0.509,,-0.3511,,1.537,,1.1579,,0.321,,-0.4540,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.4908,,No,
DENVER HEALTH & HOSPITAL AUTHORITY,060011,CO,2024,1.0793,,0.7184,,01/01/2021,06/30/2022,0.938,,0.1829,,1.161,,0.8666,,0.882,,0.0941,,0.641,,0.5053,,1.873,,1.5593,,01/01/2022,12/31/2022,0.6544,,Yes,
"ST MARY CORWIN MED CTR, CENTURA HEALTH",060012,CO,2024,0.9894,,-0.0447,,01/01/2021,06/30/2022,N/A,11,2.2883,11,N/A,11,2.3067,11,N/A,11,2.1665,11,0.254,,-0.6549,,N/A,13,N/A,5,01/01/2022,12/31/2022,1.2124,,Yes,
MERCY REGIONAL MEDICAL CENTER,060013,CO,2024,0.8828,,-0.9507,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.706,,0.0168,,0.547,,-0.4499,,0.328,,-0.4330,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.6393,,No,
PRESBYTERIAN ST LUKE'S MEDICAL CENTER,060014,CO,2024,1.1994,,1.7382,,01/01/2021,06/30/2022,0.762,,-0.1102,,1.097,,0.7471,,1.449,,1.0150,,0.584,,0.3344,,0.409,,-0.7517,,01/01/2022,12/31/2022,0.4955,,Yes,
CENTURA HEALTH-ST ANTHONY HOSPITAL,060015,CO,2024,1.0527,,0.4924,,01/01/2021,06/30/2022,0.611,,-0.3617,,0.505,,-0.3586,,0.510,,-0.5100,,0.587,,0.3434,,0.750,,-0.2134,,01/01/2022,12/31/2022,-0.1013,,No,
"PARKVIEW MEDICAL CENTER, INC",060020,CO,2024,1.0376,,0.3644,,01/01/2021,06/30/2022,0.735,,-0.1552,,0.130,,-1.0590,,1.860,,1.6825,,0.948,,1.4256,,1.386,,0.7906,,01/01/2022,12/31/2022,0.5081,,Yes,
UCH-MEMORIAL HEALTH SYSTEM,060022,CO,2024,0.9515,,-0.3668,,01/01/2021,06/30/2022,0.542,,-0.4767,,0.450,,-0.4613,,1.817,,1.6126,,0.336,,-0.4090,,0.744,,-0.2229,,01/01/2022,12/31/2022,-0.0540,,No,
ST MARYS MEDICAL CENTER,060023,CO,2024,1.1749,,1.5305,,01/01/2021,06/30/2022,0.451,,-0.6282,,0.107,,-1.1020,,0.349,,-0.7715,,0.283,,-0.5679,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.4894,,No,
UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,060024,CO,2024,1.1484,,1.3054,,01/01/2021,06/30/2022,0.961,,0.2212,,0.375,,-0.6014,,0.418,,-0.6595,,0.489,,0.0496,,1.007,,0.1923,,01/01/2022,12/31/2022,0.0846,,No,
BOULDER COMMUNITY HEALTH,060027,CO,2024,0.9783,,-0.1392,,01/01/2021,06/30/2022,1.261,,0.7209,,1.526,,1.5484,,0.863,,0.0633,,0.635,,0.4873,,2.431,,2.2744,,01/01/2022,12/31/2022,0.8258,,Yes,
SAINT JOSEPH HOSPITAL,060028,CO,2024,0.9940,,-0.0062,,01/01/2021,06/30/2022,0.287,,-0.9014,,0.259,,-0.8181,,0.880,,0.0909,,0.383,,-0.2682,,0.444,,-0.6964,,01/01/2022,12/31/2022,-0.4332,,No,
BANNER MCKEE MEDICAL CENTER,060030,CO,2024,0.9235,,-0.6050,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,0.581,,-0.3947,,1.139,,1.9982,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.3328,,No,
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,060031,CO,2024,1.2174,,1.8914,,01/01/2021,06/30/2022,0.457,,-0.6182,,0.471,,-0.4221,,0.241,,-0.9469,,0.264,,-0.6249,,0.570,,-0.4975,,01/01/2022,12/31/2022,-0.2030,,No,
ROSE MEDICAL CENTER,060032,CO,2024,0.9029,,-0.7798,,01/01/2021,06/30/2022,0.530,,-0.4967,,0.322,,-0.7004,,1.118,,0.4774,,0.260,,-0.6369,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.5889,,No,
HCA-HEALTHONE DBA SWEDISH MEDICAL CENTER,060034,CO,2024,0.7737,,-1.5902,,01/01/2021,06/30/2022,0.215,,-1.0213,,0.247,,-0.8405,,0.520,,-0.4938,,0.332,,-0.4210,,0.209,,-1.0674,,01/01/2022,12/31/2022,-0.9057,,No,
CENTURA ST ELIZABETH HOSPITAL,060044,CO,2024,0.9790,,-0.1332,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.1332,,No,
UCHEALTH YAMPA VALLEY MEDICAL CENTER,060049,CO,2024,0.9606,,-0.2894,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.8529,,No,
COMMUNITY HOSPITAL,060054,CO,2024,0.9274,,-0.5716,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,1.287,,0.7519,,0.558,,0.2565,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.1456,,No,
CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,060064,CO,2024,1.0034,,0.0736,,01/01/2021,06/30/2022,0.988,,0.2662,,0.436,,-0.4875,,0.000,,-1.3383,,0.266,,-0.6189,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.5837,,No,
NORTH SUBURBAN MEDICAL CENTER,060065,CO,2024,1.0337,,0.3312,,01/01/2021,06/30/2022,1.739,,1.5171,,0.000,,-1.3018,,1.024,,0.3247,,0.441,,-0.0943,,1.176,,0.4591,,01/01/2022,12/31/2022,0.2060,,No,
DELTA COUNTY MEMORIAL HOSPITAL,060071,CO,2024,0.9258,,-0.5853,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-1.0008,,No,
VALLEY VIEW HOSPITAL ASSOCIATION,060075,CO,2024,1.1074,,0.9570,,01/01/2021,06/30/2022,N/A,13,N/A,5,0.000,,-1.3018,,0.686,,-0.2242,,0.753,,0.8410,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.0680,,No,
STERLING REGIONAL MEDCENTER,060076,CO,2024,0.9643,,-0.2585,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.2585,,No,
VAIL HEALTH HOSPITAL,060096,CO,2024,0.9748,,-0.1694,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.210,,-0.7868,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.4781,,No,
THE MEDICAL CENTER OF AURORA & SOUTH HOSPITAL,060100,CO,2024,1.1013,,0.9056,,01/01/2021,06/30/2022,0.732,,-0.1602,,0.342,,-0.6631,,0.605,,-0.3557,,0.245,,-0.6818,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.3921,,No,
CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,060103,CO,2024,1.2291,,1.9905,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.000,,-1.3018,,2.602,,2.1665,,0.586,,0.3404,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.3632,,No,
CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS,060104,CO,2024,0.9294,,-0.5543,,01/01/2021,06/30/2022,0.374,,-0.7565,,0.199,,-0.9302,,1.379,,0.9013,,0.725,,0.7571,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.3300,,No,
NATIONAL JEWISH HEALTH,060107,CO,2024,N/A,13,N/A,5,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,N/A,5,No,
SKY RIDGE MEDICAL CENTER,060112,CO,2024,1.0159,,0.1801,,01/01/2021,06/30/2022,0.794,,-0.0569,,0.627,,-0.1308,,0.526,,-0.4841,,0.183,,-0.8677,,0.460,,-0.6712,,01/01/2022,12/31/2022,-0.3384,,No,
"LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH",060113,CO,2024,0.8945,,-0.8508,,01/01/2021,06/30/2022,1.824,,1.6587,,0.788,,0.1700,,0.654,,-0.2762,,0.485,,0.0376,,1.505,,0.9784,,01/01/2022,12/31/2022,0.2863,,No,
PARKER ADVENTIST HOSPITAL,060114,CO,2024,1.2574,,2.2308,,01/01/2021,06/30/2022,0.753,,-0.1252,,0.475,,-0.4147,,0.485,,-0.5506,,0.683,,0.6312,,0.000,,-1.3973,,01/01/2022,12/31/2022,0.0624,,No,
GOOD SAMARITAN MEDICAL CENTER LLC,060116,CO,2024,0.9253,,-0.5897,,01/01/2021,06/30/2022,1.101,,0.4544,,0.914,,0.4053,,0.838,,0.0227,,0.275,,-0.5919,,0.471,,-0.6538,,01/01/2022,12/31/2022,-0.1588,,No,
"ANIMAS SURGICAL HOSPITAL, LLC",060117,CO,2024,0.9575,,-0.3163,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.3163,,No,
ST ANTHONY SUMMIT MEDICAL CENTER,060118,CO,2024,1.0419,,0.4005,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,0.4005,,Yes,
MEDICAL CENTER OF THE ROCKIES,060119,CO,2024,1.0221,,0.2330,,01/01/2021,06/30/2022,0.496,,-0.5533,,0.850,,0.2858,,1.430,,0.9841,,0.381,,-0.2741,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.1203,,No,
ORTHOCOLORADO HOSP AT ST ANTHONY MED CAMPUS,060124,CO,2024,0.8764,,-1.0048,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,-1.0048,,No,
CENTURA CASTLE ROCK ADVENTIST HOSPITAL,060125,CO,2024,0.9118,,-0.7039,,01/01/2021,06/30/2022,1.491,,1.1040,,0.000,,-1.3018,,1.451,,1.0182,,0.110,,-1.0865,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.1940,,No,
BANNER FORT COLLINS MEDICAL CENTER,060126,CO,2024,1.0024,,0.0651,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,0.0651,,No,
LONGS PEAK HOSPITAL,060128,CO,2024,0.9100,,-0.7197,,01/01/2021,06/30/2022,0.401,,-0.7115,,2.192,,2.3067,,1.543,,1.1676,,0.279,,-0.5799,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.2926,,No,
UCHEALTH BROOMFIELD HOSPITAL,060129,CO,2024,1.0042,,0.0810,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.6677,,No,
UCHEALTH GRANDVIEW HOSPITAL,060130,CO,2024,0.9553,,-0.3350,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.3350,,No,
UCHEALTH GREELEY HOSPITAL,060131,CO,2024,1.0425,,0.4063,,01/01/2021,06/30/2022,0.962,,0.2229,,0.000,,-1.3018,,0.360,,-0.7536,,0.295,,-0.5320,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.3917,,No,
UCHEALTH HIGHLANDS RANCH HOSPITAL,060132,CO,2024,0.8900,,-0.8896,,01/01/2021,06/30/2022,0.531,,-0.4950,,2.610,,2.3067,,1.225,,0.6512,,0.278,,-0.5829,,1.418,,0.8411,,01/01/2022,12/31/2022,0.3052,,No,
ST FRANCIS HOSPITAL & MEDICAL CENTER,070002,CT,2024,1.0779,,0.7067,,01/01/2021,06/30/2022,0.642,,-0.3101,,0.517,,-0.3362,,1.288,,0.7535,,0.557,,0.2535,,0.657,,-0.3602,,01/01/2022,12/31/2022,0.1179,,No,
DAY KIMBALL HOSPITAL,070003,CT,2024,0.9390,,-0.4732,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.229,,-0.7298,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.6015,,No,
SHARON HOSPITAL,070004,CT,2024,0.9406,,-0.4597,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.9380,,No,
WATERBURY HOSPITAL,070005,CT,2024,0.9336,,-0.5188,,01/01/2021,06/30/2022,0.585,,-0.4050,,0.151,,-1.0198,,0.266,,-0.9063,,0.150,,-0.9666,,0.850,,-0.0555,,01/01/2022,12/31/2022,-0.6454,,No,
STAMFORD HOSPITAL,070006,CT,2024,1.1201,,1.0649,,01/01/2021,06/30/2022,0.862,,0.0563,,0.195,,-0.9376,,0.000,,-1.3383,,0.756,,0.8500,,0.574,,-0.4912,,01/01/2022,12/31/2022,-0.1326,,No,
LAWRENCE & MEMORIAL HOSPITAL,070007,CT,2024,1.0810,,0.7324,,01/01/2021,06/30/2022,0.764,,-0.1069,,0.792,,0.1774,,2.257,,2.1665,,0.607,,0.4034,,2.757,,2.2744,,01/01/2022,12/31/2022,0.9412,,Yes,
JOHNSON MEMORIAL HOSPITAL,070008,CT,2024,0.9688,,-0.2200,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.548,,0.2265,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.0032,,No,
BRIDGEPORT HOSPITAL,070010,CT,2024,1.3579,,2.3062,,01/01/2021,06/30/2022,0.559,,-0.4483,,0.332,,-0.6817,,1.122,,0.4839,,0.760,,0.8620,,1.230,,0.5443,,01/01/2022,12/31/2022,0.5111,,Yes,
CHARLOTTE HUNGERFORD HOSPITAL,070011,CT,2024,1.0933,,0.8376,,01/01/2021,06/30/2022,0.912,,0.1396,,0.279,,-0.7807,,0.000,,-1.3383,,0.210,,-0.7868,,0.788,,-0.1534,,01/01/2022,12/31/2022,-0.3470,,No,
ROCKVILLE GENERAL HOSPITAL,070012,CT,2024,N/A,5,N/A,5,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,N/A,5,No,
SAINT MARY'S HOSPITAL,070016,CT,2024,0.9833,,-0.0967,,01/01/2021,06/30/2022,0.483,,-0.5749,,0.602,,-0.1774,,2.522,,2.1665,,0.405,,-0.2022,,0.478,,-0.6427,,01/01/2022,12/31/2022,0.0787,,No,
MIDSTATE MEDICAL CENTER,070017,CT,2024,0.7784,,-1.5902,,01/01/2021,06/30/2022,1.357,,0.8808,,0.000,,-1.3018,,1.284,,0.7470,,0.303,,-0.5080,,0.991,,0.1670,,01/01/2022,12/31/2022,-0.2675,,No,
GREENWICH HOSPITAL ASSOCIATION -,070018,CT,2024,1.0327,,0.3223,,01/01/2021,06/30/2022,1.742,,1.5221,,0.498,,-0.3717,,1.296,,0.7665,,0.537,,0.1935,,0.000,,-1.3973,,01/01/2022,12/31/2022,0.1726,,No,
MIDDLESEX HOSPITAL,070020,CT,2024,0.9432,,-0.4375,,01/01/2021,06/30/2022,0.267,,-0.9347,,0.488,,-0.3904,,0.407,,-0.6773,,0.285,,-0.5619,,0.411,,-0.7485,,01/01/2022,12/31/2022,-0.6251,,No,
WINDHAM COMMUNITY MEMORIAL HOSPITAL,070021,CT,2024,1.0625,,0.5754,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.4204,,No,
YALE-NEW HAVEN HOSPITAL,070022,CT,2024,1.3820,,2.3062,,01/01/2021,06/30/2022,0.907,,0.1313,,0.519,,-0.3325,,0.465,,-0.5831,,0.789,,0.9489,,1.048,,0.2570,,01/01/2022,12/31/2022,0.4546,,Yes,
WILLIAM W BACKUS HOSPITAL,070024,CT,2024,0.9158,,-0.6701,,01/01/2021,06/30/2022,1.231,,0.6710,,0.487,,-0.3922,,0.341,,-0.7845,,0.511,,0.1156,,0.569,,-0.4991,,01/01/2022,12/31/2022,-0.2599,,No,
HARTFORD HOSPITAL,070025,CT,2024,0.7980,,-1.5902,,01/01/2021,06/30/2022,1.044,,0.3595,,0.098,,-1.1188,,0.727,,-0.1576,,0.581,,0.3254,,0.535,,-0.5528,,01/01/2022,12/31/2022,-0.4558,,No,
MANCHESTER MEMORIAL HOSPITAL,070027,CT,2024,1.0163,,0.1832,,01/01/2021,06/30/2022,0.389,,-0.7315,,1.140,,0.8274,,0.000,,-1.3383,,0.296,,-0.5290,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.4976,,No,
ST VINCENT'S MEDICAL CENTER,070028,CT,2024,0.8850,,-0.9320,,01/01/2021,06/30/2022,0.823,,-0.0086,,0.788,,0.1700,,0.466,,-0.5815,,0.269,,-0.6099,,1.004,,0.1876,,01/01/2022,12/31/2022,-0.2958,,No,
BRISTOL HOSPITAL,070029,CT,2024,0.9166,,-0.6631,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.000,,-1.3018,,0.000,,-1.3383,,0.756,,0.8500,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.7665,,No,
GRIFFIN HOSPITAL,070031,CT,2024,1.0719,,0.6555,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.000,,-1.3018,,1.459,,1.0312,,0.354,,-0.3551,,0.559,,-0.5149,,01/01/2022,12/31/2022,-0.3108,,No,
DANBURY HOSPITAL,070033,CT,2024,0.9387,,-0.4752,,01/01/2021,06/30/2022,0.569,,-0.4317,,0.461,,-0.4408,,0.633,,-0.3103,,0.357,,-0.3461,,0.238,,-1.0216,,01/01/2022,12/31/2022,-0.5043,,No,
NORWALK HOSPITAL,070034,CT,2024,1.1341,,1.1835,,01/01/2021,06/30/2022,0.781,,-0.0786,,1.476,,1.4550,,0.306,,-0.8414,,0.278,,-0.5829,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.0436,,No,
THE HOSPITAL OF CENTRAL CONNECTICUT,070035,CT,2024,0.9094,,-0.7247,,01/01/2021,06/30/2022,1.013,,0.3079,,0.350,,-0.6481,,0.240,,-0.9485,,0.296,,-0.5290,,1.288,,0.6359,,01/01/2022,12/31/2022,-0.3178,,No,
JOHN DEMPSEY HOSPITAL,070036,CT,2024,0.8518,,-1.2139,,01/01/2021,06/30/2022,0.000,,-1.3794,,1.306,,1.1375,,0.861,,0.0600,,0.506,,0.1006,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.4488,,No,
